row_index,host_time_s,elapsed_s,frame_number,vicon_time_s,x_m,y_m,z_m,vx_mps,valid,occluded
106,1784097311.661959171,0.354635954,20648464,68828.213333333,2.562868461,-0.347466324,1.606805196,-3.283487741,1,0
107,1784097311.665246725,0.357923508,20648465,68828.216666667,2.551915362,-0.345925630,1.608022484,-3.285929717,1,0
108,1784097311.668608665,0.361285448,20648466,68828.220000000,2.540802814,-0.344479664,1.609296846,-3.333764361,1,0
109,1784097311.671990156,0.364666939,20648467,68828.223333333,2.529797902,-0.343027051,1.610305903,-3.301473737,1,0
110,1784097311.675647259,0.368324041,20648468,68828.226666667,2.518993767,-0.341581138,1.611036146,-3.241240382,1,0
111,1784097311.678731441,0.371408224,20648469,68828.230000000,2.508186263,-0.340091978,1.611670805,-3.242251086,1,0
112,1784097311.681863785,0.374540567,20648470,68828.233333333,2.497267578,-0.338580521,1.612306628,-3.275605738,1,0
113,1784097311.685169220,0.377846003,20648471,68828.236666667,2.486365543,-0.337078525,1.612837432,-3.270610327,1,0
114,1784097311.688650608,0.381327391,20648472,68828.240000000,2.475431403,-0.335559515,1.613240713,-3.280242192,1,0
115,1784097311.692862988,0.385539770,20648473,68828.243333333,2.464583731,-0.334039539,1.613520995,-3.254301358,1,0
116,1784097311.695439100,0.388115883,20648474,68828.246666667,2.453702785,-0.332532101,1.613710043,-3.264283916,1,0
117,1784097311.698679924,0.391356707,20648475,68828.250000000,2.442858818,-0.331044078,1.613772288,-3.253189964,1,0
118,1784097311.701968670,0.394645452,20648476,68828.253333333,2.432021727,-0.329559129,1.613714069,-3.251127582,1,0
119,1784097311.705591202,0.398267984,20648477,68828.256666667,2.421211934,-0.328048697,1.613591345,-3.242937737,1,0
120,1784097311.708785295,0.401462078,20648478,68828.260000000,2.410474932,-0.326553627,1.613265721,-3.221100769,1,0
121,1784097311.711937428,0.404614210,20648479,68828.263333333,2.399458076,-0.325082524,1.613117225,-3.305056638,1,0
122,1784097311.715313673,0.407990456,20648480,68828.266666667,2.391193467,-0.323150653,1.610821117,-2.479382817,1,0
123,1784097311.718536854,0.411213636,20648481,68828.270000000,2.379909689,-0.321500550,1.610626068,-3.385133362,1,0
124,1784097311.722016573,0.414693356,20648482,68828.273333333,2.369215555,-0.320048582,1.609948544,-3.208240248,1,0
125,1784097311.725527763,0.418204546,20648483,68828.276666667,2.358483568,-0.318567612,1.609107348,-3.219596064,1,0
126,1784097311.728585482,0.421262264,20648484,68828.280000000,2.347807878,-0.317107738,1.608182710,-3.202706862,1,0
127,1784097311.731825590,0.424502373,20648485,68828.283333333,2.337111859,-0.315689489,1.607174707,-3.208805791,1,0
128,1784097311.735129356,0.427806139,20648486,68828.286666667,2.326425614,-0.314178292,1.606061349,-3.205873454,1,0
129,1784097311.738776684,0.431453466,20648487,68828.290000000,2.315724654,-0.312825832,1.604839039,-3.210288076,1,0
130,1784097311.742309332,0.434986115,20648488,68828.293333333,2.305042938,-0.311466557,1.603488219,-3.204514646,1,0
131,1784097311.745287418,0.437964201,20648489,68828.296666667,2.294365433,-0.310026567,1.602063250,-3.203251688,1,0
132,1784097311.748537540,0.441214323,20648490,68828.300000000,2.283721902,-0.308629193,1.600434894,-3.193059329,1,0
133,1784097311.751899481,0.444576263,20648491,68828.303333333,2.273042317,-0.307359263,1.598725835,-3.203875359,1,0
134,1784097311.755553722,0.448230505,20648492,68828.306666667,2.262420810,-0.305915594,1.596936495,-3.186452184,1,0
135,1784097311.759118795,0.451795578,20648493,68828.310000000,2.251779271,-0.304495311,1.595059339,-3.192461624,1,0
136,1784097311.761984110,0.454660892,20648494,68828.313333333,2.241187225,-0.303119262,1.593083560,-3.177613929,1,0
137,1784097311.765119076,0.457795858,20648495,68828.316666667,2.230582280,-0.301686540,1.590953510,-3.181483433,1,0
138,1784097311.768556356,0.461233139,20648496,68828.320000000,2.219982062,-0.300276299,1.588753875,-3.180065341,1,0
139,1784097311.772402763,0.465079546,20648497,68828.323333333,2.209397284,-0.298828188,1.586422528,-3.175433267,1,0
140,1784097311.775558710,0.468235493,20648498,68828.326666667,2.198823569,-0.297379479,1.583993119,-3.172114517,1,0
141,1784097311.778653383,0.471330166,20648499,68828.330000000,2.188252401,-0.296028705,1.581499081,-3.171350547,1,0
142,1784097311.781857729,0.474534512,20648500,68828.333333333,2.177675925,-0.294555908,1.578844981,-3.172942735,1,0
143,1784097311.785310268,0.477987051,20648501,68828.336666667,2.167113946,-0.293124497,1.576095179,-3.168593698,1,0
144,1784097311.789005756,0.481682539,20648502,68828.340000000,2.156546250,-0.291741765,1.573250984,-3.170308762,1,0
145,1784097311.792360544,0.485037327,20648503,68828.343333333,2.145973881,-0.290315824,1.570313325,-3.171710915,1,0
146,1784097311.795308828,0.487985611,20648504,68828.346666667,2.135024483,-0.289343111,1.567740744,-3.284819227,1,0
147,1784097311.798474789,0.491151571,20648505,68828.350000000,2.124474814,-0.287929237,1.564554270,-3.164900706,1,0
148,1784097311.802032471,0.494709253,20648506,68828.353333333,2.113870447,-0.286515994,1.561305877,-3.181309978,1,0
149,1784097311.805477858,0.498154640,20648507,68828.356666667,2.103260625,-0.285139264,1.557971223,-3.182946831,1,0
150,1784097311.808873892,0.501550674,20648508,68828.360000000,2.092716733,-0.283727373,1.554477927,-3.163167376,1,0
151,1784097311.811874390,0.504551172,20648509,68828.363333333,2.082189282,-0.282318907,1.550863651,-3.158235440,1,0
152,1784097311.815150023,0.507826805,20648510,68828.366666667,2.071717873,-0.280913791,1.547091948,-3.141422805,1,0
153,1784097311.818968773,0.511645555,20648511,68828.370000000,2.061223884,-0.279496064,1.543263821,-3.148196471,1,0
154,1784097311.822477102,0.515153885,20648512,68828.373333333,2.050760800,-0.278031141,1.539281742,-3.138925367,1,0
155,1784097311.825723410,0.518400192,20648513,68828.376666667,2.040335038,-0.276628775,1.535203613,-3.127728445,1,0
156,1784097311.828563690,0.521240473,20648514,68828.380000000,2.029884013,-0.275220854,1.531016905,-3.135307578,1,0
157,1784097311.831773043,0.524449825,20648515,68828.383333333,2.019475470,-0.273804539,1.526720333,-3.122562960,1,0
158,1784097311.835081100,0.527757883,20648516,68828.386666667,2.009094415,-0.272408788,1.522239299,-3.114316408,1,0
159,1784097311.838626385,0.531303167,20648517,68828.390000000,1.998784460,-0.270876798,1.517719725,-3.092986536,1,0
160,1784097311.842252970,0.534929752,20648518,68828.393333333,1.988423059,-0.269387094,1.513091483,-3.108420382,1,0
161,1784097311.845076084,0.537752867,20648519,68828.396666667,1.978098182,-0.267945178,1.508336299,-3.097463160,1,0
162,1784097311.848434687,0.541111469,20648520,68828.400000000,1.967784445,-0.266480848,1.503466229,-3.094120930,1,0
163,1784097311.851807117,0.544483900,20648521,68828.403333333,1.957405262,-0.264966942,1.498490934,-3.113755029,1,0
164,1784097311.855319262,0.547996044,20648522,68828.406666667,1.946999333,-0.263412189,1.493425586,-3.121778608,1,0
165,1784097311.858752489,0.551429272,20648523,68828.410000000,1.936702297,-0.261888166,1.488215791,-3.089110703,1,0
166,1784097311.861797571,0.554474354,20648524,68828.413333333,1.926434156,-0.260366672,1.482895752,-3.080442388,1,0
167,1784097311.865075350,0.557752132,20648525,68828.416666667,1.916190389,-0.258894526,1.477499792,-3.073130061,1,0
168,1784097311.868609190,0.561285973,20648526,68828.420000000,1.905956682,-0.257403993,1.471957863,-3.070112235,1,0
169,1784097311.872010946,0.564687729,20648527,68828.423333333,1.895733885,-0.255945141,1.466340876,-3.066839167,1,0
170,1784097311.875391722,0.568068504,20648528,68828.426666667,1.885566199,-0.254476783,1.460620428,-3.050305521,1,0
171,1784097311.878699780,0.571376562,20648529,68828.430000000,1.875362177,-0.253021978,1.454807340,-3.061206803,1,0
172,1784097311.881780386,0.574457169,20648530,68828.433333333,1.865124281,-0.251541245,1.448905652,-3.071368830,1,0
173,1784097311.885214090,0.577890873,20648531,68828.436666667,1.854934017,-0.250094389,1.442909137,-3.057079032,1,0
174,1784097311.888665676,0.581342459,20648532,68828.440000000,1.844748597,-0.248631521,1.436805281,-3.055626081,1,0
175,1784097311.891983271,0.584660053,20648533,68828.443333333,1.834570208,-0.247193355,1.430584900,-3.053516631,1,0
176,1784097311.895565748,0.588242531,20648534,68828.446666667,1.824424784,-0.245742186,1.424253039,-3.043627338,1,0
177,1784097311.898443937,0.591120720,20648535,68828.450000000,1.814283925,-0.244308992,1.417872227,-3.042257567,1,0
178,1784097311.901834011,0.594510794,20648536,68828.453333333,1.804135415,-0.242845430,1.411361654,-3.044553196,1,0
179,1784097311.905315876,0.597992659,20648537,68828.456666667,1.794007193,-0.241384965,1.404755562,-3.038466355,1,0
180,1784097311.908896685,0.601573467,20648538,68828.460000000,1.783887870,-0.239924058,1.398058081,-3.035797074,1,0
181,1784097311.911899090,0.604575872,20648539,68828.463333333,1.773769280,-0.238476401,1.391236422,-3.035576900,1,0
182,1784097311.915189743,0.607866526,20648540,68828.466666667,1.763725020,-0.237031318,1.384333276,-3.013277970,1,0
183,1784097311.918534517,0.611211300,20648541,68828.470000000,1.753648110,-0.235571507,1.377336668,-3.023073171,1,0
184,1784097311.922198296,0.614875078,20648542,68828.473333333,1.743543777,-0.234135598,1.370228892,-3.031299716,1,0
185,1784097311.925275803,0.617952585,20648543,68828.476666667,1.733516972,-0.232661792,1.363026673,-3.008041471,1,0
186,1784097311.928397655,0.621074438,20648544,68828.480000000,1.723472078,-0.231223667,1.355725781,-3.013468249,1,0
187,1784097311.931711674,0.624388456,20648545,68828.483333333,1.713445379,-0.229772759,1.348313887,-3.008009717,1,0
188,1784097311.935139894,0.627816677,20648546,68828.486666667,1.703327553,-0.228244796,1.340768079,-3.035347746,1,0
189,1784097311.938663960,0.631340742,20648547,68828.490000000,1.693324237,-0.226824460,1.333166449,-3.000994765,1,0
190,1784097311.941980600,0.634657383,20648548,68828.493333333,1.683269757,-0.225358497,1.325513269,-3.016344011,1,0
191,1784097311.945320606,0.637997389,20648549,68828.496666667,1.673240678,-0.223922174,1.317714153,-3.008723795,1,0
192,1784097311.948538065,0.641214848,20648550,68828.500000000,1.663344398,-0.222555867,1.309842511,-2.968883881,1,0
193,1784097311.951943874,0.644620657,20648551,68828.503333333,1.653337759,-0.221102895,1.301893287,-3.001991854,1,0
194,1784097311.955674887,0.648351669,20648552,68828.506666667,1.643370937,-0.219670952,1.293806923,-2.990046600,1,0
195,1784097311.958771229,0.651448011,20648553,68828.510000000,1.633374539,-0.218217804,1.285650337,-2.998919362,1,0
196,1784097311.961930037,0.654606819,20648554,68828.513333333,1.623349987,-0.216788196,1.277345373,-3.007365686,1,0
197,1784097311.965302706,0.657979488,20648555,68828.516666667,1.613351644,-0.215370912,1.269037120,-2.999502830,1,0
198,1784097311.968756676,0.661433458,20648556,68828.520000000,1.603410018,-0.213967421,1.260567744,-2.982487915,1,0
199,1784097311.972328424,0.665005207,20648557,68828.523333333,1.593503135,-0.212542658,1.251985312,-2.972064893,1,0
200,1784097311.975667715,0.668344498,20648558,68828.526666667,1.583644503,-0.211121218,1.243355588,-2.957589511,1,0
201,1784097311.978581190,0.671257973,20648559,68828.530000000,1.573755491,-0.209695881,1.234568053,-2.966703702,1,0
202,1784097311.981914520,0.674591303,20648560,68828.533333333,1.563891005,-0.208300486,1.225671550,-2.959345743,1,0
203,1784097311.985162258,0.677839041,20648561,68828.536666667,1.554049554,-0.206893158,1.216690246,-2.952435176,1,0
204,1784097311.988867521,0.681544304,20648562,68828.540000000,1.544215334,-0.205471486,1.207623235,-2.950266033,1,0
205,1784097311.992178440,0.684855223,20648563,68828.543333333,1.534377249,-0.204059322,1.198378085,-2.951425599,1,0
206,1784097311.995346546,0.688023329,20648564,68828.546666667,1.524577063,-0.202611692,1.189089664,-2.940055895,1,0
207,1784097311.998473883,0.691150665,20648565,68828.550000000,1.514803431,-0.201191155,1.179716489,-2.932089300,1,0
208,1784097312.001787424,0.694464207,20648566,68828.553333333,1.505013183,-0.199795677,1.170197567,-2.937074486,1,0
209,1784097312.005441427,0.698118210,20648567,68828.556666667,1.495253844,-0.198350201,1.160601914,-2.927801776,1,0
210,1784097312.008808613,0.701485395,20648568,68828.560000000,1.485479834,-0.196942596,1.150875874,-2.932203095,1,0
211,1784097312.011947632,0.704624414,20648569,68828.563333333,1.475716762,-0.195511829,1.141009671,-2.928921560,1,0
212,1784097312.015062332,0.707739115,20648570,68828.566666667,1.465968455,-0.194078062,1.131064170,-2.924492073,1,0
213,1784097312.018437624,0.711114407,20648571,68828.570000000,1.456281301,-0.192649536,1.121068046,-2.906146177,1,0
214,1784097312.022055626,0.714732409,20648572,68828.573333333,1.446569858,-0.191209743,1.110965502,-2.913432856,1,0
215,1784097312.025432348,0.718109131,20648573,68828.576666667,1.436886698,-0.189760052,1.100737362,-2.904948176,1,0
216,1784097312.028474808,0.721151590,20648574,68828.580000000,1.427207396,-0.188334284,1.090416365,-2.903790576,1,0
217,1784097312.031759977,0.724436760,20648575,68828.583333333,1.417583818,-0.186860274,1.079966389,-2.887073404,1,0
218,1784097312.035066366,0.727743149,20648576,68828.586666667,1.407971014,-0.185412118,1.069441420,-2.883841190,1,0
219,1784097312.038874149,0.731550932,20648577,68828.590000000,1.398366071,-0.183926144,1.058794454,-2.881482656,1,0
220,1784097312.041901112,0.734577894,20648578,68828.593333333,1.388755002,-0.182500460,1.048064266,-2.883320926,1,0
221,1784097312.045292854,0.737969637,20648579,68828.596666667,1.379236212,-0.181028809,1.037259379,-2.855636928,1,0
222,1784097312.048871994,0.741548777,20648580,68828.600000000,1.369688904,-0.179544420,1.026282565,-2.864192443,1,0
223,1784097312.051877260,0.744554043,20648581,68828.603333333,1.360125522,-0.178104579,1.015244325,-2.869014638,1,0
224,1784097312.055452824,0.748129606,20648582,68828.606666667,1.350606222,-0.176663335,1.004166595,-2.855789765,1,0
225,1784097312.058907986,0.751584768,20648583,68828.610000000,1.341123376,-0.175177264,0.992933491,-2.844853831,1,0
226,1784097312.061888933,0.754565716,20648584,68828.613333333,1.331626022,-0.173712129,0.981583729,-2.849206212,1,0
227,1784097312.065254211,0.757930994,20648585,68828.616666667,1.322156230,-0.172258988,0.970188674,-2.840937801,1,0
228,1784097312.068450451,0.761127234,20648586,68828.620000000,1.312691216,-0.170803226,0.958681936,-2.839503968,1,0
229,1784097312.072053432,0.764730215,20648587,68828.623333333,1.303274686,-0.169351356,0.947106731,-2.824959061,1,0
230,1784097312.075526714,0.768203497,20648588,68828.626666667,1.293846117,-0.167875146,0.935430172,-2.828570811,1,0
231,1784097312.078529358,0.771206141,20648589,68828.630000000,1.284456286,-0.166433205,0.923646286,-2.816949188,1,0
232,1784097312.081967592,0.774644375,20648590,68828.633333333,1.275083187,-0.164938393,0.911712735,-2.811929833,1,0
233,1784097312.085080385,0.777757168,20648591,68828.636666667,1.265745991,-0.163502437,0.899751599,-2.801158705,1,0
234,1784097312.088804245,0.781481028,20648592,68828.640000000,1.256440612,-0.162028337,0.887684628,-2.791613590,1,0
235,1784097312.092153788,0.784830570,20648593,68828.643333333,1.247186996,-0.160510781,0.875469405,-2.776084915,1,0
236,1784097312.095157146,0.787833929,20648594,68828.646666667,1.237879264,-0.159069842,0.863218148,-2.792319745,1,0
237,1784097312.098897934,0.791574717,20648595,68828.650000000,1.228564670,-0.157583882,0.850875606,-2.794378141,1,0
238,1784097312.101818085,0.794494867,20648596,68828.653333333,1.219275949,-0.156166799,0.838400462,-2.786616205,1,0
239,1784097312.105280399,0.797957182,20648597,68828.656666667,1.209985801,-0.154740632,0.825895626,-2.787044522,1,0
240,1784097312.108823061,0.801499844,20648598,68828.660000000,1.200732994,-0.153293235,0.813252188,-2.775842036,1,0
241,1784097312.111841679,0.804518461,20648599,68828.663333333,1.191437441,-0.151883202,0.800555584,-2.788665853,1,0
242,1784097312.115157366,0.807834148,20648600,68828.666666667,1.182233184,-0.150442156,0.787781236,-2.761276991,1,0
243,1784097312.118387222,0.811064005,20648601,68828.670000000,1.172907427,-0.149068532,0.774904441,-2.797727084,1,0
244,1784097312.121991873,0.814668655,20648602,68828.673333333,1.163522223,-0.147779128,0.762956330,-2.815561375,1,0
245,1784097312.125399351,0.818076134,20648603,68828.676666667,1.157793454,-0.146927777,0.773932204,-1.718630690,1,0
246,1784097312.128713846,0.821390629,20648604,68828.680000000,1.151795690,-0.146127425,0.785447244,-1.799329066,1,0
247,1784097312.131840229,0.824517012,20648605,68828.683333333,1.145786780,-0.145360954,0.797029053,-1.802673241,1,0
248,1784097312.135371447,0.828048229,20648606,68828.686666667,1.139723219,-0.144612630,0.808772186,-1.819068282,1,0
249,1784097312.138939857,0.831616640,20648607,68828.690000000,1.133788051,-0.143920412,0.819992357,-1.780550384,1,0
250,1784097312.142080545,0.834757328,20648608,68828.693333333,1.127959775,-0.143237853,0.830785374,-1.748482815,1,0
251,1784097312.145402193,0.838078976,20648609,68828.696666667,1.122134030,-0.142604964,0.841803958,-1.747723485,1,0
252,1784097312.148472309,0.841149092,20648610,68828.700000000,1.116090019,-0.141929464,0.852850586,-1.813203163,1,0
253,1784097312.151817799,0.844494581,20648611,68828.703333333,1.110013905,-0.141047887,0.863590572,-1.822834315,1,0
254,1784097312.155329704,0.848006487,20648612,68828.706666667,1.103900608,-0.140125898,0.873963322,-1.833989154,1,0
255,1784097312.158775091,0.851451874,20648613,68828.710000000,1.097727743,-0.139168543,0.884425578,-1.851859409,1,0
256,1784097312.161878109,0.854554892,20648614,68828.713333333,1.091526940,-0.138263545,0.894795952,-1.860240811,1,0
257,1784097312.165052414,0.857729197,20648615,68828.716666667,1.085493854,-0.137339521,0.905067658,-1.809925746,1,0
258,1784097312.168502092,0.861178875,20648616,68828.720000000,1.079495449,-0.136505612,0.915114911,-1.799521565,1,0
259,1784097312.172152281,0.864829063,20648617,68828.723333333,1.073152577,-0.135851519,0.925428453,-1.902861736,1,0
260,1784097312.175433397,0.868110180,20648618,68828.726666667,1.066627017,-0.135233769,0.935434437,-1.957668015,1,0
261,1784097312.178513050,0.871189833,20648619,68828.730000000,1.060454211,-0.134522850,0.944953060,-1.851841627,1,0
262,1784097312.181851149,0.874527931,20648620,68828.733333333,1.054504329,-0.133800811,0.954238237,-1.784964770,1,0
263,1784097312.185137749,0.877814531,20648621,68828.736666667,1.048566428,-0.133142988,0.963425782,-1.781370091,1,0
264,1784097312.188996553,0.881673336,20648622,68828.740000000,1.042529102,-0.132528913,0.972672385,-1.811197924,1,0
265,1784097312.192599058,0.885275841,20648623,68828.743333333,1.036787447,-0.131731703,0.981559557,-1.722496619,1,0
266,1784097312.195318222,0.887995005,20648624,68828.746666667,1.031371055,-0.130922975,0.990163800,-1.624917389,1,0
267,1784097312.198459864,0.891136646,20648625,68828.750000000,1.025699233,-0.130144985,0.998925825,-1.701546667,1,0
268,1784097312.201728344,0.894405127,20648626,68828.753333333,1.020007786,-0.129347357,1.007645502,-1.707434154,1,0
269,1784097312.205467224,0.898144007,20648627,68828.756666667,1.014235757,-0.128576083,1.016294182,-1.731608769,1,0
270,1784097312.208741188,0.901417971,20648628,68828.760000000,1.008441008,-0.127852936,1.025057296,-1.738424612,1,0
271,1784097312.211881399,0.904558182,20648629,68828.763333333,1.002505565,-0.127225057,1.033903853,-1.780632760,1,0
272,1784097312.215087652,0.907764435,20648630,68828.766666667,0.996679521,-0.126605898,1.042176318,-1.747813364,1,0
273,1784097312.218440533,0.911117315,20648631,68828.770000000,0.990946324,-0.126011215,1.050134631,-1.719959178,1,0
274,1784097312.221923351,0.914600134,20648632,68828.773333333,0.985141044,-0.125425419,1.058308878,-1.741584007,1,0
275,1784097312.225529909,0.918206692,20648633,68828.776666667,0.979123149,-0.124832557,1.066443753,-1.805368423,1,0
276,1784097312.228505135,0.921181917,20648634,68828.780000000,0.973165410,-0.124053618,1.074221302,-1.787321639,1,0
277,1784097312.231894493,0.924571276,20648635,68828.783333333,0.967099742,-0.123224940,1.081889782,-1.819700254,1,0
278,1784097312.235136747,0.927813530,20648636,68828.786666667,0.960978784,-0.122365903,1.089514806,-1.836287627,1,0
279,1784097312.238878965,0.931555748,20648637,68828.790000000,0.954828811,-0.121576059,1.097132073,-1.844991790,1,0
280,1784097312.242171049,0.934847832,20648638,68828.793333333,0.948928645,-0.120714708,1.104475710,-1.770049743,1,0
281,1784097312.245227814,0.937904596,20648639,68828.796666667,0.942976011,-0.119923202,1.111727586,-1.785790404,1,0
282,1784097312.248560905,0.941237688,20648640,68828.800000000,0.936671970,-0.119301675,1.119182598,-1.891212056,1,0
283,1784097312.251836300,0.944513083,20648641,68828.803333333,0.930280993,-0.118726240,1.126321628,-1.917293236,1,0
284,1784097312.255336046,0.948012829,20648642,68828.806666667,0.924123928,-0.118011847,1.132965036,-1.847119364,1,0
285,1784097312.258745432,0.951422215,20648643,68828.810000000,0.918168578,-0.117259508,1.139333002,-1.786605002,1,0
286,1784097312.261853218,0.954530001,20648644,68828.813333333,0.912226653,-0.116710113,1.145729360,-1.782577742,1,0
287,1784097312.265084743,0.957761526,20648645,68828.816666667,0.906264553,-0.116137262,1.152221471,-1.788629980,1,0
288,1784097312.268399000,0.961075783,20648646,68828.820000000,0.900624490,-0.115385891,1.158220518,-1.692018741,1,0
289,1784097312.272244930,0.964921713,20648647,68828.823333333,0.895169416,-0.114485963,1.163958285,-1.636522256,1,0
290,1784097312.275415182,0.968091965,20648648,68828.826666667,0.889621895,-0.113690430,1.169960532,-1.664256167,1,0
291,1784097312.278442383,0.971119165,20648649,68828.830000000,0.883966920,-0.112860671,1.175983820,-1.696492503,1,0
292,1784097312.281753063,0.974429846,20648650,68828.833333333,0.878269786,-0.111997700,1.181893992,-1.709140235,1,0
293,1784097312.285086393,0.977763176,20648651,68828.836666667,0.872505243,-0.111275665,1.187913193,-1.729362846,1,0
294,1784097312.288972378,0.981649160,20648652,68828.840000000,0.866633838,-0.110613569,1.193962923,-1.761421506,1,0
295,1784097312.291974068,0.984650850,20648653,68828.843333333,0.860781544,-0.110032674,1.199462806,-1.755688421,1,0
296,1784097312.295188189,0.987864971,20648654,68828.846666667,0.855083148,-0.109448061,1.204703720,-1.709518623,1,0
297,1784097312.298542500,0.991219282,20648655,68828.850000000,0.849258720,-0.108879145,1.210168678,-1.747328527,1,0
298,1784097312.301799774,0.994476557,20648656,68828.853333333,0.843307590,-0.108207670,1.215508592,-1.785338840,1,0
299,1784097312.305299759,0.997976542,20648657,68828.856666667,0.837465013,-0.107415978,1.220550569,-1.752773214,1,0
300,1784097312.308690548,1.001367331,20648658,68828.860000000,0.831560381,-0.106522751,1.225608973,-1.771389688,1,0
301,1784097312.311831713,1.004508495,20648659,68828.863333333,0.825506294,-0.105698386,1.230627010,-1.816225940,1,0
302,1784097312.315349817,1.008026600,20648660,68828.866666667,0.819450928,-0.104900600,1.235505435,-1.816609918,1,0
303,1784097312.318464279,1.011141062,20648661,68828.870000000,0.813698428,-0.104010519,1.240069914,-1.725749868,1,0
304,1784097312.322195053,1.014871836,20648662,68828.873333333,0.807772578,-0.103269877,1.244645771,-1.777755012,1,0
305,1784097312.325093985,1.017770767,20648663,68828.876666667,0.801572421,-0.102677133,1.249432743,-1.860047077,1,0
306,1784097312.328351498,1.021028280,20648664,68828.880000000,0.795438670,-0.101992651,1.253861584,-1.840125553,1,0
307,1784097312.331892252,1.024569035,20648665,68828.883333333,0.789333076,-0.101246303,1.257722921,-1.831677972,1,0
308,1784097312.335212946,1.027889729,20648666,68828.886666667,0.783523429,-0.100430914,1.261311279,-1.742894160,1,0
309,1784097312.338712692,1.031389475,20648667,68828.890000000,0.777575471,-0.099932417,1.265121009,-1.784387510,1,0
310,1784097312.342152357,1.034829140,20648668,68828.893333333,0.771560967,-0.099397998,1.268859918,-1.804351068,1,0
311,1784097312.345160007,1.037836790,20648669,68828.896666667,0.766070597,-0.098690980,1.272041976,-1.647111080,1,0
312,1784097312.348453999,1.041130781,20648670,68828.900000000,0.760745576,-0.097909715,1.275085559,-1.597506156,1,0
313,1784097312.351672173,1.044348955,20648671,68828.903333333,0.755239167,-0.097154406,1.278486714,-1.651922847,1,0
314,1784097312.355262518,1.047939301,20648672,68828.906666667,0.749604142,-0.096337942,1.281884163,-1.690507378,1,0
315,1784097312.358482838,1.051159620,20648673,68828.910000000,0.743980218,-0.095453736,1.285260021,-1.687177426,1,0
316,1784097312.361786604,1.054463387,20648674,68828.913333333,0.738270264,-0.094693684,1.288660794,-1.712986198,1,0
317,1784097312.365149975,1.057826757,20648675,68828.916666667,0.732442606,-0.094070618,1.292093115,-1.748297257,1,0
318,1784097312.368332863,1.061009645,20648676,68828.920000000,0.726638838,-0.093526942,1.295035773,-1.741130441,1,0
319,1784097312.372133970,1.064810753,20648677,68828.923333333,0.720970768,-0.092970358,1.297615320,-1.700421066,1,0
320,1784097312.375582218,1.068259001,20648678,68828.926666667,0.715174615,-0.092415273,1.300462109,-1.738845895,1,0
321,1784097312.378671885,1.071348667,20648679,68828.930000000,0.709295342,-0.091777872,1.303253646,-1.763781682,1,0
322,1784097312.381998062,1.074674845,20648680,68828.933333333,0.703505910,-0.090982131,1.305599708,-1.736829641,1,0
323,1784097312.385240316,1.077917099,20648681,68828.936666667,0.697606622,-0.090191538,1.307927573,-1.769786606,1,0
324,1784097312.388577223,1.081254005,20648682,68828.940000000,0.691581050,-0.089440216,1.310287506,-1.807671438,1,0
325,1784097312.392195225,1.084872007,20648683,68828.943333333,0.685656127,-0.088482797,1.312439456,-1.777476801,1,0
326,1784097312.395448208,1.088124990,20648684,68828.946666667,0.679960309,-0.087607782,1.314414614,-1.708745396,1,0
327,1784097312.398546696,1.091223478,20648685,68828.950000000,0.674151784,-0.086934985,1.316384975,-1.742557560,1,0
328,1784097312.401797295,1.094474077,20648686,68828.953333333,0.668098537,-0.086388263,1.318560157,-1.815974209,1,0
329,1784097312.405402422,1.098079205,20648687,68828.956666667,0.662057326,-0.085756536,1.320350299,-1.812363248,1,0
330,1784097312.409009457,1.101686239,20648688,68828.960000000,0.656106811,-0.085057052,1.321669094,-1.785154544,1,0
331,1784097312.411978960,1.104655743,20648689,68828.963333333,0.650317787,-0.084367387,1.322718468,-1.736707068,1,0
332,1784097312.415288925,1.107965708,20648690,68828.966666667,0.644470487,-0.083868825,1.323893209,-1.754190040,1,0
333,1784097312.418610334,1.111287117,20648691,68828.970000000,0.638463828,-0.083377883,1.325084117,-1.801997686,1,0
334,1784097312.422043562,1.114720345,20648692,68828.973333333,0.632972001,-0.082706974,1.325741387,-1.647548092,1,0
335,1784097312.425434113,1.118110895,20648693,68828.976666667,0.627743783,-0.081869504,1.326267329,-1.568465625,1,0
336,1784097312.428480625,1.121157408,20648694,68828.980000000,0.622356806,-0.081010202,1.326972582,-1.616093044,1,0
337,1784097312.431784153,1.124460936,20648695,68828.983333333,0.616830555,-0.080178466,1.327687253,-1.657875347,1,0
338,1784097312.435092926,1.127769709,20648696,68828.986666667,0.611252707,-0.079327399,1.328311174,-1.673354319,1,0
339,1784097312.438778400,1.131455183,20648697,68828.990000000,0.605654315,-0.078574195,1.329025020,-1.679517536,1,0
340,1784097312.442265034,1.134941816,20648698,68828.993333333,0.599899573,-0.077968599,1.329874187,-1.726422723,1,0
341,1784097312.445245743,1.137922525,20648699,68828.996666667,0.594180042,-0.077542354,1.330364693,-1.715859130,1,0
342,1784097312.448531389,1.141208172,20648700,68829.000000000,0.588578998,-0.077007266,1.330414831,-1.680313272,1,0
343,1784097312.451775551,1.144452333,20648701,68829.003333333,0.582866961,-0.076515192,1.330719797,-1.713611117,1,0
344,1784097312.455679655,1.148356438,20648702,68829.006666667,0.577079341,-0.075872713,1.331011363,-1.736285844,1,0
345,1784097312.458788872,1.151465654,20648703,68829.010000000,0.571444456,-0.075008535,1.330780309,-1.690465755,1,0
