Connecting to 192.168.10.1:801 ...
Captured G1Pelvis template with 5 markers: G1pelvis1 G1pelvis2 G1pelvis3 G1pelvis4 G1pelvis5
Loading table calibration from deploy/mocap_bridge/calibrations/table_frame_latest.json ...
Table rectangle score=0.0000 center_raw_m=[-0.2257, 3.1389, 0.7475] x_axis_raw=[0.0331, 0.9995, 0.0000] y_axis_raw=[-0.9995, 0.0331, 0.0000]
Table-world convention: robot-side edge x=0.0000 m, far edge x=2.7400 m, expected G1Pelvis x ~= -0.4000 m
Base initial measured_world_m=[-0.7124, -0.2175, 0.8693] anchor_initial_world_m=[-0.7124, -0.2175, 0.8693] raw
Publishing on vicon_state_data via udpm://239.255.76.67:7667?ttl=255
frame=130607776 hz=236.1 base_valid=1 base_markers=5 base_rms_mm=0.13 base_measured_m=[-0.7126, -0.2179, 0.8693] base_world_m=[-0.7126, -0.2179, 0.8693] base_edge_error_m=-0.3126 base_quat_xyzw=[0.0000, 0.0000, 0.0005, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607807 hz=237.2 base_valid=1 base_markers=5 base_rms_mm=0.07 base_measured_m=[-0.7128, -0.2177, 0.8693] base_world_m=[-0.7128, -0.2177, 0.8693] base_edge_error_m=-0.3128 base_quat_xyzw=[0.0000, 0.0000, 0.0006, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607837 hz=238.2 base_valid=1 base_markers=5 base_rms_mm=0.11 base_measured_m=[-0.7129, -0.2176, 0.8694] base_world_m=[-0.7129, -0.2176, 0.8694] base_edge_error_m=-0.3129 base_quat_xyzw=[0.0000, 0.0000, 0.0007, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607868 hz=239.3 base_valid=1 base_markers=5 base_rms_mm=0.11 base_measured_m=[-0.7131, -0.2173, 0.8693] base_world_m=[-0.7131, -0.2173, 0.8693] base_edge_error_m=-0.3131 base_quat_xyzw=[0.0000, 0.0000, 0.0005, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607898 hz=240.3 base_valid=1 base_markers=5 base_rms_mm=0.09 base_measured_m=[-0.7132, -0.2170, 0.8692] base_world_m=[-0.7132, -0.2170, 0.8692] base_edge_error_m=-0.3132 base_quat_xyzw=[0.0000, 0.0000, 0.0007, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607928 hz=241.2 base_valid=1 base_markers=5 base_rms_mm=0.29 base_measured_m=[-0.7134, -0.2168, 0.8692] base_world_m=[-0.7134, -0.2168, 0.8692] base_edge_error_m=-0.3134 base_quat_xyzw=[0.0000, 0.0000, 0.0001, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607959 hz=242.2 base_valid=1 base_markers=5 base_rms_mm=0.12 base_measured_m=[-0.7133, -0.2168, 0.8693] base_world_m=[-0.7133, -0.2168, 0.8693] base_edge_error_m=-0.3133 base_quat_xyzw=[0.0000, 0.0000, 0.0005, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130607990 hz=243.1 base_valid=1 base_markers=5 base_rms_mm=0.10 base_measured_m=[-0.7133, -0.2166, 0.8693] base_world_m=[-0.7133, -0.2166, 0.8693] base_edge_error_m=-0.3133 base_quat_xyzw=[0.0000, 0.0000, 0.0004, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608020 hz=244.0 base_valid=1 base_markers=5 base_rms_mm=0.42 base_measured_m=[-0.7135, -0.2164, 0.8691] base_world_m=[-0.7135, -0.2164, 0.8691] base_edge_error_m=-0.3135 base_quat_xyzw=[0.0000, 0.0000, -0.0003, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608050 hz=244.8 base_valid=1 base_markers=5 base_rms_mm=0.08 base_measured_m=[-0.7132, -0.2165, 0.8692] base_world_m=[-0.7132, -0.2165, 0.8692] base_edge_error_m=-0.3132 base_quat_xyzw=[0.0000, 0.0000, 0.0003, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608081 hz=245.6 base_valid=1 base_markers=5 base_rms_mm=0.15 base_measured_m=[-0.7131, -0.2166, 0.8693] base_world_m=[-0.7131, -0.2166, 0.8693] base_edge_error_m=-0.3131 base_quat_xyzw=[0.0000, 0.0000, 0.0001, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608241 hz=228.9 base_valid=1 base_markers=5 base_rms_mm=0.13 base_measured_m=[-0.7124, -0.2174, 0.8692] base_world_m=[-0.7124, -0.2174, 0.8692] base_edge_error_m=-0.3124 base_quat_xyzw=[0.0000, 0.0000, -0.0005, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608272 hz=230.0 base_valid=1 base_markers=5 base_rms_mm=0.11 base_measured_m=[-0.7122, -0.2178, 0.8692] base_world_m=[-0.7122, -0.2178, 0.8692] base_edge_error_m=-0.3122 base_quat_xyzw=[0.0000, 0.0000, -0.0006, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608303 hz=230.9 base_valid=1 base_markers=5 base_rms_mm=0.18 base_measured_m=[-0.7121, -0.2180, 0.8693] base_world_m=[-0.7121, -0.2180, 0.8693] base_edge_error_m=-0.3121 base_quat_xyzw=[0.0000, 0.0000, -0.0006, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608333 hz=231.8 base_valid=1 base_markers=5 base_rms_mm=0.19 base_measured_m=[-0.7121, -0.2181, 0.8693] base_world_m=[-0.7121, -0.2181, 0.8693] base_edge_error_m=-0.3121 base_quat_xyzw=[0.0000, 0.0000, -0.0007, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608364 hz=232.8 base_valid=1 base_markers=5 base_rms_mm=0.19 base_measured_m=[-0.7121, -0.2182, 0.8693] base_world_m=[-0.7121, -0.2182, 0.8693] base_edge_error_m=-0.3121 base_quat_xyzw=[0.0000, 0.0000, -0.0007, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608395 hz=233.6 base_valid=1 base_markers=5 base_rms_mm=0.24 base_measured_m=[-0.7121, -0.2183, 0.8693] base_world_m=[-0.7121, -0.2183, 0.8693] base_edge_error_m=-0.3121 base_quat_xyzw=[0.0000, 0.0000, -0.0008, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608425 hz=234.5 base_valid=1 base_markers=5 base_rms_mm=0.24 base_measured_m=[-0.7122, -0.2184, 0.8693] base_world_m=[-0.7122, -0.2184, 0.8693] base_edge_error_m=-0.3122 base_quat_xyzw=[0.0000, 0.0000, -0.0009, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608545 hz=224.7 base_valid=1 base_markers=5 base_rms_mm=0.07 base_measured_m=[-0.7128, -0.2178, 0.8693] base_world_m=[-0.7128, -0.2178, 0.8693] base_edge_error_m=-0.3128 base_quat_xyzw=[0.0000, 0.0000, -0.0013, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608577 hz=225.8 base_valid=1 base_markers=5 base_rms_mm=0.08 base_measured_m=[-0.7130, -0.2175, 0.8693] base_world_m=[-0.7130, -0.2175, 0.8693] base_edge_error_m=-0.3130 base_quat_xyzw=[0.0000, 0.0000, -0.0013, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608608 hz=226.6 base_valid=1 base_markers=5 base_rms_mm=0.13 base_measured_m=[-0.7131, -0.2172, 0.8693] base_world_m=[-0.7131, -0.2172, 0.8693] base_edge_error_m=-0.3131 base_quat_xyzw=[0.0000, 0.0000, -0.0015, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
frame=130608782 hz=215.2 base_valid=1 base_markers=5 base_rms_mm=0.09 base_measured_m=[-0.7132, -0.2166, 0.8693] base_world_m=[-0.7132, -0.2166, 0.8693] base_edge_error_m=-0.3132 base_quat_xyzw=[0.0000, 0.0000, -0.0016, 1.0000] unlabeled_count=5 raw_ignore_count=0 ball_valid=0 ball_missed_frames=0
