host_time_s,elapsed_s,row_index,frame_number,vicon_frame_number,vicon_time_s,publish_time_us,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw,ball_vx_mps
1784095971.657940626,0.002359390,0,20246468,20246468,67488.226666667,1784095971657880,vicon_state_data,ball,1,0,2.980052074,-0.488906757,0.860514168,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220052903,-0.234477835,0.616227831,0.000000000,0.000000000,-0.020068942,0.999798599,
1784095971.661022425,0.005441189,1,20246469,20246469,67488.230000000,1784095971660950,vicon_state_data,ball,1,0,2.980112479,-0.489011151,0.860461569,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220058342,-0.234418908,0.616253534,0.000000000,0.000000000,-0.019856933,0.999802832,0.018121502
1784095971.664217234,0.008635998,2,20246470,20246470,67488.233333333,1784095971664162,vicon_state_data,ball,1,0,2.980129351,-0.489039530,0.860494681,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.219997359,-0.234504636,0.616169324,0.000000000,0.000000000,-0.020189433,0.999796173,0.005061600
1784095971.667464733,0.011883497,3,20246471,20246471,67488.236666667,1784095971667403,vicon_state_data,ball,1,0,2.980033383,-0.488963848,0.860546445,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220055901,-0.234399967,0.616270315,0.000000000,0.000000000,-0.019699128,0.999805953,-0.028790394
1784095971.670930147,0.015348911,4,20246472,20246472,67488.240000000,1784095971670864,vicon_state_data,ball,1,0,2.980079661,-0.489027619,0.860532226,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220045263,-0.234488661,0.616253777,0.000000000,0.000000000,-0.020142761,0.999797114,0.013883401
1784095971.674506903,0.018925667,5,20246473,20246473,67488.243333333,1784095971674464,vicon_state_data,ball,1,0,2.980073596,-0.489068983,0.860510010,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220049588,-0.234464111,0.616250639,0.000000000,0.000000000,-0.020029519,0.999799389,-0.001819500
1784095971.677615404,0.022034168,6,20246474,20246474,67488.246666667,1784095971677536,vicon_state_data,ball,1,0,2.980054119,-0.489060604,0.860547441,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220057647,-0.234457992,0.616255284,0.000000000,0.000000000,-0.019978232,0.999800415,-0.005843099
1784095971.681006670,0.025425434,7,20246475,20246475,67488.250000000,1784095971680951,vicon_state_data,ball,1,0,2.980143620,-0.489159491,0.860473970,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220050403,-0.234469216,0.616250749,0.000000000,0.000000000,-0.020066647,0.999798645,0.026850303
1784095971.684357166,0.028775930,8,20246476,20246476,67488.253333333,1784095971684297,vicon_state_data,ball,1,0,2.980079594,-0.489114325,0.860528742,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220059324,-0.234442894,0.616243027,0.000000000,0.000000000,-0.019945643,0.999801066,-0.019207802
1784095971.687628508,0.032047272,9,20246477,20246477,67488.256666667,1784095971687572,vicon_state_data,ball,1,0,2.980146120,-0.489159842,0.860484187,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220049547,-0.234388995,0.616263661,0.000000000,0.000000000,-0.019736455,0.999805217,0.019957796
1784095971.691269875,0.035688639,10,20246478,20246478,67488.260000000,1784095971691206,vicon_state_data,ball,1,0,2.980171813,-0.489202118,0.860453279,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220051419,-0.234463458,0.616237601,0.000000000,0.000000000,-0.020139522,0.999797179,0.007707901
1784095971.694252491,0.038671255,11,20246479,20246479,67488.263333333,1784095971694196,vicon_state_data,ball,1,0,2.980191077,-0.489230819,0.860432054,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220022636,-0.234371339,0.616234916,0.000000000,0.000000000,-0.019679809,0.999806334,0.005779201
1784095971.697517633,0.041936398,12,20246480,20246480,67488.266666667,1784095971697463,vicon_state_data,ball,1,0,2.980164564,-0.489219365,0.860455352,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220055855,-0.234467985,0.616226773,0.000000000,0.000000000,-0.020135932,0.999797252,-0.007953898
1784095971.700948238,0.045367002,13,20246481,20246481,67488.270000000,1784095971700901,vicon_state_data,ball,1,0,2.980206977,-0.489294615,0.860435352,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220048935,-0.234451970,0.616217785,0.000000000,0.000000000,-0.020037137,0.999799236,0.012723901
1784095971.704377890,0.048796654,14,20246482,20246482,67488.273333333,1784095971704247,vicon_state_data,ball,1,0,2.980220774,-0.489335168,0.860411774,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220050199,-0.234464900,0.616214051,0.000000000,0.000000000,-0.020068653,0.999798604,0.004139100
1784095971.707862616,0.052281380,15,20246483,20246483,67488.276666667,1784095971707780,vicon_state_data,ball,1,0,2.980236528,-0.489372250,0.860409099,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220046093,-0.234455560,0.616201703,0.000000000,0.000000000,-0.019972370,0.999800532,0.004726199
1784095971.710946321,0.055365086,16,20246484,20246484,67488.280000000,1784095971710841,vicon_state_data,ball,1,0,2.980243861,-0.489358696,0.860391315,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220048594,-0.234473223,0.616206563,0.000000000,0.000000000,-0.020014132,0.999799697,0.002199900
1784095971.714187622,0.058606386,17,20246485,20246485,67488.283333333,1784095971714097,vicon_state_data,ball,1,0,2.980291910,-0.489405307,0.860401470,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220048108,-0.234500518,0.616196498,0.000000000,0.000000000,-0.020145130,0.999797066,0.014414701
1784095971.717475891,0.061894655,18,20246486,20246486,67488.286666667,1784095971717407,vicon_state_data,ball,1,0,2.980294877,-0.489425028,0.860384320,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220036185,-0.234490673,0.616183677,0.000000000,0.000000000,-0.020101574,0.999797943,0.000890100
1784095971.721052647,0.065471411,19,20246487,20246487,67488.290000000,1784095971720978,vicon_state_data,ball,1,0,2.980202115,-0.489379190,0.860437753,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220034937,-0.234475887,0.616189725,0.000000000,0.000000000,-0.020054632,0.999798886,-0.027828603
1784095971.724473715,0.068892479,20,20246488,20246488,67488.293333333,1784095971724389,vicon_state_data,ball,1,0,2.980153208,-0.489321667,0.860472113,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220031927,-0.234480621,0.616202933,0.000000000,0.000000000,-0.020155139,0.999796865,-0.014672101
1784095971.727801323,0.072220087,21,20246489,20246489,67488.296666667,1784095971727726,vicon_state_data,ball,1,0,2.980278246,-0.489461175,0.860420697,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220037451,-0.234481737,0.616209970,0.000000000,0.000000000,-0.020157609,0.999796815,0.037511393
1784095971.730830908,0.075249672,22,20246490,20246490,67488.300000000,1784095971730781,vicon_state_data,ball,1,0,2.980173638,-0.489418598,0.860463270,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220032331,-0.234484478,0.616208462,0.000000000,0.000000000,-0.020190624,0.999796149,-0.031382403
1784095971.734168291,0.078587055,23,20246491,20246491,67488.303333333,1784095971734114,vicon_state_data,ball,1,0,2.980180052,-0.489463909,0.860488976,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220040312,-0.234505817,0.616224391,0.000000000,0.000000000,-0.020278266,0.999794375,0.001924200
1784095971.737680912,0.082099676,24,20246492,20246492,67488.306666667,1784095971737613,vicon_state_data,ball,1,0,2.980237487,-0.489491186,0.860444585,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220038140,-0.234478189,0.616227147,0.000000000,0.000000000,-0.020138389,0.999797202,0.017230496
1784095971.741351604,0.085770369,25,20246493,20246493,67488.310000000,1784095971741313,vicon_state_data,ball,1,0,2.980198389,-0.489511056,0.860480755,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220033114,-0.234488091,0.616228288,0.000000000,0.000000000,-0.020224796,0.999795458,-0.011729401
1784095971.744257689,0.088676453,26,20246494,20246494,67488.313333333,1784095971744218,vicon_state_data,ball,1,0,2.980184341,-0.489502826,0.860482053,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220037341,-0.234500248,0.616225080,0.000000000,0.000000000,-0.020233759,0.999795277,-0.004214400
1784095971.747547865,0.091966629,27,20246495,20246495,67488.316666667,1784095971747502,vicon_state_data,ball,1,0,2.980114124,-0.489452068,0.860501107,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220037804,-0.234429025,0.616282660,0.000000000,0.000000000,-0.019879260,0.999802388,-0.021065096
1784095971.750869513,0.095288277,28,20246496,20246496,67488.320000000,1784095971750807,vicon_state_data,ball,1,0,2.980208550,-0.489537901,0.860471543,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220036666,-0.234432168,0.616255672,0.000000000,0.000000000,-0.019926971,0.999801438,0.028327803
1784095971.754042625,0.098461390,29,20246497,20246497,67488.323333333,1784095971754012,vicon_state_data,ball,1,0,2.980195485,-0.489502200,0.860508875,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220038610,-0.234503124,0.616228404,0.000000000,0.000000000,-0.020251874,0.999794910,-0.003919500
1784095971.757957935,0.102376699,30,20246498,20246498,67488.326666667,1784095971757914,vicon_state_data,ball,1,0,2.980283695,-0.489621495,0.860435270,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220031321,-0.234492034,0.616216822,0.000000000,0.000000000,-0.020153970,0.999796888,0.026462995
1784095971.760920763,0.105339527,31,20246499,20246499,67488.330000000,1784095971760887,vicon_state_data,ball,1,0,2.980246558,-0.489575712,0.860485393,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220029934,-0.234434869,0.616252145,0.000000000,0.000000000,-0.019870113,0.999802570,-0.011141101
1784095971.764083862,0.108502626,32,20246500,20246500,67488.333333333,1784095971764048,vicon_state_data,ball,1,0,2.980276597,-0.489613691,0.860443303,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220036051,-0.234491812,0.616210995,0.000000000,0.000000000,-0.020174729,0.999796469,0.009011701
1784095971.767458200,0.111876965,33,20246501,20246501,67488.336666667,1784095971767389,vicon_state_data,ball,1,0,2.980257365,-0.489616688,0.860440451,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220039974,-0.234416925,0.616252349,0.000000000,0.000000000,-0.019797621,0.999804008,-0.005769599
1784095971.770720482,0.115139246,34,20246502,20246502,67488.340000000,1784095971770655,vicon_state_data,ball,1,0,2.980154130,-0.489577296,0.860513514,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220042137,-0.234479102,0.616217715,0.000000000,0.000000000,-0.020144028,0.999797088,-0.030970503
1784095971.774534941,0.118953705,35,20246503,20246503,67488.343333333,1784095971774502,vicon_state_data,ball,1,0,2.980205589,-0.489635118,0.860455842,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220046206,-0.234494670,0.616227707,0.000000000,0.000000000,-0.020168047,0.999796604,0.015437702
1784095971.777586460,0.122005224,36,20246504,20246504,67488.346666667,1784095971777544,vicon_state_data,ball,1,0,2.980290551,-0.489708850,0.860432622,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220039037,-0.234472239,0.616206504,0.000000000,0.000000000,-0.020030325,0.999799373,0.025488595
1784095971.780763388,0.125182152,37,20246505,20246505,67488.350000000,1784095971780719,vicon_state_data,ball,1,0,2.980159466,-0.489584022,0.860501287,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220043899,-0.234441948,0.616240599,0.000000000,0.000000000,-0.019922260,0.999801532,-0.039325504
1784095971.784120560,0.128539324,38,20246506,20246506,67488.353333333,1784095971784051,vicon_state_data,ball,1,0,2.980247900,-0.489649603,0.860441216,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220004739,-0.234554775,0.616141502,0.000000000,0.000000000,-0.020411971,0.999791654,0.026530203
1784095971.787380219,0.131798983,39,20246507,20246507,67488.356666667,1784095971787351,vicon_state_data,ball,1,0,2.980399909,-0.489766186,0.860334348,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220045330,-0.234489326,0.616222758,0.000000000,0.000000000,-0.020065371,0.999798670,0.045602691
1784095971.791361094,0.135779858,40,20246508,20246508,67488.360000000,1784095971791326,vicon_state_data,ball,1,0,2.980247884,-0.489670041,0.860475641,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220039607,-0.234497881,0.616217697,0.000000000,0.000000000,-0.020167872,0.999796608,-0.045607504
1784095971.794431210,0.138849974,41,20246509,20246509,67488.363333333,1784095971794387,vicon_state_data,ball,1,0,2.980302092,-0.489709297,0.860429816,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220047534,-0.234492185,0.616229560,0.000000000,0.000000000,-0.020076072,0.999798455,0.016262402
1784095971.797485590,0.141904354,42,20246510,20246510,67488.366666667,1784095971797423,vicon_state_data,ball,1,0,2.980399953,-0.489774895,0.860391553,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220047931,-0.234507260,0.616232845,0.000000000,0.000000000,-0.020158736,0.999796792,0.029358294
1784095971.800724030,0.145142794,43,20246511,20246511,67488.370000000,1784095971800676,vicon_state_data,ball,1,0,2.980327075,-0.489716188,0.860432502,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220052182,-0.234492447,0.616238354,0.000000000,0.000000000,-0.020074324,0.999798490,-0.021863402
1784095971.804387331,0.148806095,44,20246512,20246512,67488.373333333,1784095971804318,vicon_state_data,ball,1,0,2.980455626,-0.489850608,0.860353782,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220018563,-0.234535350,0.616176494,0.000000000,0.000000000,-0.020252316,0.999794901,0.038565304
1784095971.807910204,0.152328968,45,20246513,20246513,67488.376666667,1784095971807862,vicon_state_data,ball,1,0,2.980340505,-0.489770989,0.860470841,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220051528,-0.234476351,0.616228740,0.000000000,0.000000000,-0.019999033,0.999799999,-0.034536293
1784095971.810936213,0.155354977,46,20246514,20246514,67488.380000000,1784095971810892,vicon_state_data,ball,1,0,2.980374128,-0.489784630,0.860438539,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220050271,-0.234456246,0.616248407,0.000000000,0.000000000,-0.019963223,0.999800715,0.010086901
1784095971.814330101,0.158748865,47,20246515,20246515,67488.383333333,1784095971814129,vicon_state_data,ball,1,0,2.980340170,-0.489776732,0.860458089,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220042767,-0.234495471,0.616222864,0.000000000,0.000000000,-0.020177694,0.999796410,-0.010187401
1784095971.817499876,0.161918640,48,20246516,20246516,67488.386666667,1784095971817377,vicon_state_data,ball,1,0,2.980394029,-0.489820771,0.860479779,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220053876,-0.234485845,0.616227934,0.000000000,0.000000000,-0.020131237,0.999797346,0.016157697
1784095971.821039677,0.165458441,49,20246517,20246517,67488.390000000,1784095971820979,vicon_state_data,ball,1,0,2.980540009,-0.489939993,0.860372091,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220057870,-0.234474584,0.616225488,0.000000000,0.000000000,-0.020060581,0.999798766,0.043794004
1784095971.824565411,0.168984175,50,20246518,20246518,67488.393333333,1784095971824488,vicon_state_data,ball,1,0,2.980495624,-0.489935364,0.860381557,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220057449,-0.234498467,0.616231231,0.000000000,0.000000000,-0.020233008,0.999795292,-0.013315501
1784095971.827727795,0.172146559,51,20246519,20246519,67488.396666667,1784095971827651,vicon_state_data,ball,1,0,2.980499511,-0.489925003,0.860383011,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220055654,-0.234495563,0.616221989,0.000000000,0.000000000,-0.020156159,0.999796844,0.001166100
1784095971.830975294,0.175394058,52,20246520,20246520,67488.400000000,1784095971830822,vicon_state_data,ball,1,0,2.980535392,-0.489935253,0.860337049,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220034199,-0.234552582,0.616154380,0.000000000,0.000000000,-0.020460876,0.999790654,0.010764301
1784095971.834377527,0.178796291,53,20246521,20246521,67488.403333333,1784095971834237,vicon_state_data,ball,1,0,2.980573159,-0.489961694,0.860314815,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220031809,-0.234551332,0.616143539,0.000000000,0.000000000,-0.020435112,0.999791181,0.011330101
1784095971.837781668,0.182200432,54,20246522,20246522,67488.406666667,1784095971837679,vicon_state_data,ball,1,0,2.980472390,-0.489874676,0.860377865,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220030214,-0.234426698,0.616242191,0.000000000,0.000000000,-0.019784444,0.999804269,-0.030230694
1784095971.841408968,0.185827732,55,20246523,20246523,67488.410000000,1784095971841208,vicon_state_data,ball,1,0,2.980542365,-0.489991370,0.860354408,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220047403,-0.234502967,0.616214298,0.000000000,0.000000000,-0.020153615,0.999796895,0.020992502
1784095971.844462633,0.188881397,56,20246524,20246524,67488.413333333,1784095971844343,vicon_state_data,ball,1,0,2.980597673,-0.490018526,0.860331272,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220057933,-0.234522635,0.616233148,0.000000000,0.000000000,-0.020192051,0.999796120,0.016592402
1784095971.847634792,0.192053556,57,20246525,20246525,67488.416666667,1784095971847519,vicon_state_data,ball,1,0,2.980564099,-0.489974561,0.860361611,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220063908,-0.234463817,0.616242137,0.000000000,0.000000000,-0.019934732,0.999801283,-0.010072198
1784095971.850963116,0.195381880,58,20246526,20246526,67488.420000000,1784095971850810,vicon_state_data,ball,1,0,2.980654669,-0.490043299,0.860296343,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220058135,-0.234506557,0.616240077,0.000000000,0.000000000,-0.020125209,0.999797467,0.027171003
1784095971.854350328,0.198769093,59,20246527,20246527,67488.423333333,1784095971854171,vicon_state_data,ball,1,0,2.980719987,-0.490093991,0.860270508,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220066322,-0.234482062,0.616237075,0.000000000,0.000000000,-0.019958591,0.999800807,0.019595402
1784095971.857948780,0.202367544,60,20246528,20246528,67488.426666667,1784095971857838,vicon_state_data,ball,1,0,2.980707111,-0.490101800,0.860304625,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220068171,-0.234476780,0.616247562,0.000000000,0.000000000,-0.019986862,0.999800243,-0.003862799
1784095971.861035109,0.205453873,61,20246529,20246529,67488.430000000,1784095971860964,vicon_state_data,ball,1,0,2.980632587,-0.490038496,0.860346499,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220067337,-0.234482846,0.616250260,0.000000000,0.000000000,-0.019997864,0.999800023,-0.022357202
1784095971.864271164,0.208689928,62,20246530,20246530,67488.433333333,1784095971864174,vicon_state_data,ball,1,0,2.980717298,-0.490053502,0.860319753,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220068642,-0.234421627,0.616280467,0.000000000,0.000000000,-0.019749793,0.999804954,0.025413302
1784095971.867626667,0.212045431,63,20246531,20246531,67488.436666667,1784095971867501,vicon_state_data,ball,1,0,2.980673436,-0.490020366,0.860341800,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220036985,-0.234404260,0.616262811,0.000000000,0.000000000,-0.019628464,0.999807343,-0.013158597
1784095971.870817423,0.215236187,64,20246532,20246532,67488.440000000,1784095971870734,vicon_state_data,ball,1,0,2.980705371,-0.490100270,0.860311865,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220069256,-0.234484197,0.616257378,0.000000000,0.000000000,-0.019998262,0.999800015,0.009580501
1784095971.874552727,0.218971491,65,20246533,20246533,67488.443333333,1784095971874476,vicon_state_data,ball,1,0,2.980698369,-0.490116196,0.860366120,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220074704,-0.234502424,0.616261061,0.000000000,0.000000000,-0.020010975,0.999799760,-0.002100600
1784095971.877769947,0.222188711,66,20246534,20246534,67488.446666667,1784095971877634,vicon_state_data,ball,1,0,2.980635694,-0.490026389,0.860361774,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220071774,-0.234510696,0.616244418,0.000000000,0.000000000,-0.020057261,0.999798833,-0.018802496
1784095971.881089211,0.225507975,67,20246535,20246535,67488.450000000,1784095971880960,vicon_state_data,ball,1,0,2.980688779,-0.490075775,0.860368389,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220059713,-0.234432926,0.616273135,0.000000000,0.000000000,-0.019710864,0.999805722,0.015925502
1784095971.884257793,0.228676558,68,20246536,20246536,67488.453333333,1784095971884097,vicon_state_data,ball,1,0,2.980718597,-0.490115429,0.860332825,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220059463,-0.234448553,0.616282561,0.000000000,0.000000000,-0.019797149,0.999804017,0.008945401
1784095971.887726068,0.232144833,69,20246537,20246537,67488.456666667,1784095971887562,vicon_state_data,ball,1,0,2.980638281,-0.490024171,0.860379044,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220061365,-0.234516806,0.616252646,0.000000000,0.000000000,-0.020150951,0.999796949,-0.024094795
1784095971.891309023,0.235727787,70,20246538,20246538,67488.460000000,1784095971891184,vicon_state_data,ball,1,0,2.980697223,-0.490052369,0.860325318,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220099993,-0.234401554,0.616336310,0.000000000,0.000000000,-0.019557450,0.999808735,0.017682602
1784095971.894476652,0.238895416,71,20246539,20246539,67488.463333333,1784095971894355,vicon_state_data,ball,1,0,2.980615971,-0.490005181,0.860343136,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220056593,-0.234424770,0.616262920,0.000000000,0.000000000,-0.019769788,0.999804559,-0.024375602
1784095971.897783279,0.242202044,72,20246540,20246540,67488.466666667,1784095971897629,vicon_state_data,ball,1,0,2.980742668,-0.490061728,0.860294519,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220071413,-0.234499773,0.616238510,0.000000000,0.000000000,-0.020116730,0.999797638,0.038009092
1784095971.901034355,0.245453119,73,20246541,20246541,67488.470000000,1784095971900818,vicon_state_data,ball,1,0,2.980673880,-0.490036582,0.860318403,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220070883,-0.234490835,0.616232067,0.000000000,0.000000000,-0.020086978,0.999798236,-0.020636402
1784095971.904246569,0.248665333,74,20246542,20246542,67488.473333333,1784095971904069,vicon_state_data,ball,1,0,2.980700988,-0.490048758,0.860335796,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220101220,-0.234425440,0.616142711,0.000000000,0.000000000,-0.019569984,0.999808490,0.008132401
1784095971.907782078,0.252200842,75,20246543,20246543,67488.476666667,1784095971907614,vicon_state_data,ball,1,0,2.980698431,-0.490037523,0.860313161,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220068125,-0.234475467,0.616223205,0.000000000,0.000000000,-0.020005370,0.999799873,-0.000767100
1784095971.911041737,0.255460501,76,20246544,20246544,67488.480000000,1784095971910944,vicon_state_data,ball,1,0,2.980691562,-0.490030266,0.860324874,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220064825,-0.234473380,0.616238486,0.000000000,0.000000000,-0.020025367,0.999799472,-0.002060700
1784095971.914537907,0.258956671,77,20246545,20246545,67488.483333333,1784095971914432,vicon_state_data,ball,1,0,2.980681406,-0.489991790,0.860333860,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220067605,-0.234441761,0.616250846,0.000000000,0.000000000,-0.019860452,0.999802762,-0.003046800
1784095971.917673826,0.262092590,78,20246546,20246546,67488.486666667,1784095971917553,vicon_state_data,ball,1,0,2.980688108,-0.489998480,0.860331757,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220017648,-0.234525518,0.616130557,0.000000000,0.000000000,-0.020278033,0.999794380,0.002010600
1784095971.921020746,0.265439510,79,20246547,20246547,67488.490000000,1784095971920878,vicon_state_data,ball,1,0,2.980636240,-0.489936410,0.860370863,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220031590,-0.234410541,0.616228795,0.000000000,0.000000000,-0.019713243,0.999805675,-0.015560402
1784095971.924347162,0.268765926,80,20246548,20246548,67488.493333333,1784095971924244,vicon_state_data,ball,1,0,2.980650895,-0.489944954,0.860342163,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220040726,-0.234557376,0.616150468,0.000000000,0.000000000,-0.020452212,0.999790832,0.004396500
1784095971.927612782,0.272031546,81,20246549,20246549,67488.496666667,1784095971927494,vicon_state_data,ball,1,0,2.980700787,-0.489963739,0.860318616,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220034114,-0.234414292,0.616239352,0.000000000,0.000000000,-0.019722502,0.999805493,0.014967597
1784095971.930895567,0.275314331,82,20246550,20246550,67488.500000000,1784095971930800,vicon_state_data,ball,1,0,2.980793230,-0.490020737,0.860278748,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220062866,-0.234470409,0.616227245,0.000000000,0.000000000,-0.020044012,0.999799099,0.027732903
1784095971.934443712,0.278862476,83,20246551,20246551,67488.503333333,1784095971934183,vicon_state_data,ball,1,0,2.980715387,-0.489936612,0.860326078,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220047400,-0.234425374,0.616240514,0.000000000,0.000000000,-0.019825305,0.999803459,-0.023352902
1784095971.937725782,0.282144547,84,20246552,20246552,67488.506666667,1784095971937534,vicon_state_data,ball,1,0,2.980781578,-0.489965371,0.860302901,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220068765,-0.234477063,0.616213250,0.000000000,0.000000000,-0.019991156,0.999800157,0.019857296
1784095971.941492319,0.285911083,85,20246553,20246553,67488.510000000,1784095971941297,vicon_state_data,ball,1,0,2.980691179,-0.489881786,0.860351568,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220059004,-0.234490986,0.616211504,0.000000000,0.000000000,-0.020108427,0.999797805,-0.027119703
1784095971.944442034,0.288860798,86,20246554,20246554,67488.513333333,1784095971944283,vicon_state_data,ball,1,0,2.980756983,-0.489902762,0.860341743,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220049657,-0.234415763,0.616234666,0.000000000,0.000000000,-0.019716935,0.999805602,0.019741202
1784095971.947535038,0.291953802,87,20246555,20246555,67488.516666667,1784095971947456,vicon_state_data,ball,1,0,2.980742221,-0.489881989,0.860360703,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220061275,-0.234504374,0.616212008,0.000000000,0.000000000,-0.020122811,0.999797516,-0.004428599
1784095971.951055527,0.295474291,88,20246556,20246556,67488.520000000,1784095971950821,vicon_state_data,ball,1,0,2.980791509,-0.489892244,0.860341521,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220067730,-0.234498905,0.616224719,0.000000000,0.000000000,-0.020061803,0.999798742,0.014786401
1784095971.954401255,0.298820019,89,20246557,20246557,67488.523333333,1784095971954239,vicon_state_data,ball,1,0,2.980764327,-0.489855328,0.860368029,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220013521,-0.234546417,0.616153388,0.000000000,0.000000000,-0.020426169,0.999791364,-0.008154601
1784095971.957667589,0.302086353,90,20246558,20246558,67488.526666667,1784095971957571,vicon_state_data,ball,1,0,2.980810535,-0.489857770,0.860374639,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220056804,-0.234499444,0.616218363,0.000000000,0.000000000,-0.020143320,0.999797103,0.013862397
1784095971.960891247,0.305310011,91,20246559,20246559,67488.530000000,1784095971960789,vicon_state_data,ball,1,0,2.980759000,-0.489811216,0.860415946,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.220057028,-0.234499275,0.616206827,0.000000000,0.000000000,-0.020148262,0.999797003,-0.015460502
