host_time_s,elapsed_s,row_index,frame_number,vicon_frame_number,vicon_time_s,publish_time_us,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw
1782488695.142688513,0.062961102,18,64025105,64025105,213417.016666667,1782488695142660,vicon_state_data,ball,1,0,-0.756052386,-0.432404502,0.839441530,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.145925045,0.066197634,19,64025106,64025106,213417.020000000,1782488695145911,vicon_state_data,ball,1,0,-0.756091497,-0.432315052,0.839471137,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.149612427,0.069885015,20,64025107,64025107,213417.023333333,1782488695149479,vicon_state_data,ball,1,0,-0.756159312,-0.432148473,0.839452784,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.152848959,0.073121548,21,64025108,64025108,213417.026666667,1782488695152740,vicon_state_data,ball,1,0,-0.756127938,-0.432305632,0.839451831,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.156022310,0.076294899,22,64025109,64025109,213417.030000000,1782488695155921,vicon_state_data,ball,1,0,-0.756087515,-0.432313472,0.839407411,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.159402132,0.079674721,23,64025110,64025110,213417.033333333,1782488695159318,vicon_state_data,ball,1,0,-0.756086518,-0.432312857,0.839431527,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.162820578,0.083093166,24,64025111,64025111,213417.036666667,1782488695162718,vicon_state_data,ball,1,0,-0.756091694,-0.432227224,0.839354710,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.166343927,0.086616516,25,64025112,64025112,213417.040000000,1782488695166114,vicon_state_data,ball,1,0,-0.756075669,-0.432274257,0.839409958,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.169602394,0.089874983,26,64025113,64025113,213417.043333333,1782488695169459,vicon_state_data,ball,1,0,-0.756114988,-0.432211572,0.839459176,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.172960997,0.093233585,27,64025114,64025114,213417.046666667,1782488695172712,vicon_state_data,ball,1,0,-0.756097411,-0.432297808,0.839458689,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.176314592,0.096587181,28,64025115,64025115,213417.050000000,1782488695176078,vicon_state_data,ball,1,0,-0.756105032,-0.432288836,0.839487481,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.179577827,0.099850416,29,64025116,64025116,213417.053333333,1782488695179353,vicon_state_data,ball,1,0,-0.756085006,-0.432319026,0.839410537,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.182897329,0.103169918,30,64025117,64025117,213417.056666667,1782488695182708,vicon_state_data,ball,1,0,-0.756050721,-0.432265113,0.839407634,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.186434984,0.106707573,31,64025118,64025118,213417.060000000,1782488695186287,vicon_state_data,ball,1,0,-0.756057735,-0.432329706,0.839392424,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.189628839,0.109901428,32,64025119,64025119,213417.063333333,1782488695189376,vicon_state_data,ball,1,0,-0.756071155,-0.432310499,0.839434240,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.193568468,0.113841057,33,64025120,64025120,213417.066666667,1782488695193344,vicon_state_data,ball,1,0,-0.756061725,-0.432288134,0.839368308,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.196479082,0.116751671,34,64025121,64025121,213417.070000000,1782488695196255,vicon_state_data,ball,1,0,-0.756083329,-0.432263651,0.839424865,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.199553490,0.119826078,35,64025122,64025122,213417.073333333,1782488695199336,vicon_state_data,ball,1,0,-0.756097187,-0.432181967,0.839416904,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.203058004,0.123330593,36,64025123,64025123,213417.076666667,1782488695202846,vicon_state_data,ball,1,0,-0.756071519,-0.432274454,0.839437147,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
