host_time_s,elapsed_s,frame_number,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw
1782475481.481432915,0.500775099,0,vicon_state_data,ball,1,0,0.632961626,-0.000983513,0.744704718,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822356242,-0.459804216,0.820668321,0.000000000,0.000000000,-0.037350679,0.999302220
1782475481.797312498,0.816654682,1,vicon_state_data,ball,1,0,0.617211986,-0.000312801,0.745275487,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822202543,-0.460088674,0.820657809,0.000000000,0.000000000,-0.037606762,0.999292616
1782475482.061167479,1.080509663,2,vicon_state_data,ball,1,0,0.617092907,-0.000268226,0.745296334,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822111568,-0.460177656,0.820658994,0.000000000,0.000000000,-0.037813587,0.999284811
1782475482.253997803,1.273339987,3,vicon_state_data,ball,1,0,0.646371585,0.001130636,0.745263341,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821986555,-0.460138741,0.820677884,0.000000000,0.000000000,-0.037864698,0.999282875
1782475482.317076445,1.336418629,4,vicon_state_data,ball,1,0,0.630788156,0.000312413,0.745865698,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821992903,-0.460080840,0.820684194,0.000000000,0.000000000,-0.037823770,0.999284425
1782475482.432857513,1.452199697,5,vicon_state_data,ball,1,0,0.645860160,0.001299511,0.745378870,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821946567,-0.460061120,0.820748307,0.000000000,0.000000000,-0.037845745,0.999283593
1782475482.433015585,1.452357769,6,vicon_state_data,ball,1,0,0.633287315,0.000559323,0.745323525,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821955824,-0.460071935,0.820750473,0.000000000,0.000000000,-0.037861055,0.999283013
1782475482.433103800,1.452445984,7,vicon_state_data,ball,1,0,0.638798749,0.016054051,0.757558879,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821946859,-0.460082709,0.820749657,0.000000000,0.000000000,-0.037943995,0.999279867
1782475482.433168411,1.452510595,8,vicon_state_data,ball,1,0,0.680322362,0.000253663,0.745351483,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821958173,-0.460089610,0.820733093,0.000000000,0.000000000,-0.037911186,0.999281113
1782475482.433220863,1.452563047,9,vicon_state_data,ball,1,0,0.680912716,0.000812471,0.745705276,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822003251,-0.460142731,0.820719410,0.000000000,0.000000000,-0.038243418,0.999268453
1782475482.433308125,1.452650309,10,vicon_state_data,ball,1,0,0.359174953,0.225323460,0.924819271,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821940020,-0.460056809,0.820692036,0.000000000,0.000000000,-0.037930028,0.999280398
1782475482.497863770,1.517205954,11,vicon_state_data,ball,1,0,0.646319566,0.000065598,0.744971722,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821953630,-0.459994029,0.820607072,0.000000000,0.000000000,-0.037843721,0.999283670
1782475482.563555002,1.582897186,12,vicon_state_data,ball,1,0,0.630098515,0.000438115,0.745463145,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821951411,-0.459970281,0.820666033,0.000000000,0.000000000,-0.037886020,0.999282067
1782475482.563705921,1.583048105,13,vicon_state_data,ball,1,0,0.645835757,0.088825730,0.815171658,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821963173,-0.459974737,0.820657802,0.000000000,0.000000000,-0.037811888,0.999284875
1782475482.563799620,1.583141804,14,vicon_state_data,ball,1,0,0.351621738,0.222688177,0.922967020,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821968283,-0.459950015,0.820643740,0.000000000,0.000000000,-0.037797655,0.999285413
1782475482.769822359,1.789164543,15,vicon_state_data,ball,1,0,0.345921318,0.206739489,0.910868292,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821952519,-0.459802988,0.820593586,0.000000000,0.000000000,-0.038182276,0.999270791
1782475482.836992741,1.856334925,16,vicon_state_data,ball,1,0,0.621350231,0.049747342,0.784651758,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822013116,-0.459750933,0.820707624,0.000000000,0.000000000,-0.037934255,0.999280237
1782475482.957561970,1.976904154,17,vicon_state_data,ball,1,0,0.639567328,0.000430212,0.745007649,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822058234,-0.459641935,0.820584168,0.000000000,0.000000000,-0.038090441,0.999274296
1782475483.019201994,2.038544178,18,vicon_state_data,ball,1,0,0.346685121,0.213975855,0.916055936,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822064815,-0.459610250,0.820600096,0.000000000,0.000000000,-0.038093177,0.999274192
1782475483.019447803,2.038789988,19,vicon_state_data,ball,1,0,0.341911084,0.208108421,0.911499622,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822096852,-0.459575897,0.820569301,0.000000000,0.000000000,-0.038144598,0.999272230
1782475483.019534588,2.038876772,20,vicon_state_data,ball,1,0,0.344512565,0.201414741,0.906662128,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822095980,-0.459539628,0.820545729,0.000000000,0.000000000,-0.038104815,0.999273748
1782475483.080049753,2.099391937,21,vicon_state_data,ball,1,0,0.681789476,0.000829084,0.746152165,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822086712,-0.459521099,0.820565075,0.000000000,0.000000000,-0.038057564,0.999275548
1782475483.080214262,2.099556446,22,vicon_state_data,ball,1,0,0.360655415,0.243037096,0.939196569,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822078972,-0.459538241,0.820579249,0.000000000,0.000000000,-0.038151208,0.999271978
1782475483.145137548,2.164479733,23,vicon_state_data,ball,1,0,0.642926769,0.000751900,0.745381034,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822121572,-0.459493308,0.820591263,0.000000000,0.000000000,-0.038241655,0.999268520
1782475483.145379066,2.164721251,24,vicon_state_data,ball,1,0,0.349042978,0.213519766,0.915962915,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822135812,-0.459452730,0.820609368,0.000000000,0.000000000,-0.038227315,0.999269069
1782475483.145485163,2.164827347,25,vicon_state_data,ball,1,0,0.632060773,-0.001000495,0.745212397,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822142386,-0.459471245,0.820621524,0.000000000,0.000000000,-0.038296836,0.999266407
1782475483.211637974,2.230980158,26,vicon_state_data,ball,1,0,0.352944844,0.222859775,0.923066133,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822184258,-0.459514691,0.820619006,0.000000000,0.000000000,-0.038182046,0.999270800
1782475483.212071419,2.231413603,27,vicon_state_data,ball,1,0,0.632689238,-0.001655881,0.744491255,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822182187,-0.459508925,0.820536913,0.000000000,0.000000000,-0.038085016,0.999274503
1782475483.289004087,2.308346272,28,vicon_state_data,ball,1,0,0.681083235,0.000888255,0.745746465,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822177040,-0.459424579,0.820543284,0.000000000,0.000000000,-0.038250855,0.999268168
1782475483.289215326,2.308557510,29,vicon_state_data,ball,1,0,0.629860091,-0.000219392,0.744955417,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822195393,-0.459497990,0.820618960,0.000000000,0.000000000,-0.038127811,0.999272871
1782475483.289345980,2.308688164,30,vicon_state_data,ball,1,0,0.316300799,0.234786903,0.932608300,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.822197963,-0.459479924,0.820665327,0.000000000,0.000000000,-0.038000483,0.999277721
