host_time_s,elapsed_s,frame_number,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw,clean_segment_id
1782463479.570080280,21.734777451,6060,vicon_state_data,ball,1,0,3.090581987,-0.204920873,0.862986393,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862958225,-0.377766244,0.819838329,0.000000000,0.000000000,0.001506142,0.999998866,7
1782463479.573506832,21.738204002,6061,vicon_state_data,ball,1,0,3.090141259,-0.202707097,0.866705460,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862949929,-0.377776602,0.819849741,0.000000000,0.000000000,0.001506350,0.999998865,7
1782463479.576742649,21.741439819,6062,vicon_state_data,ball,1,0,3.089719337,-0.200356588,0.870577529,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862938015,-0.377802643,0.819835688,0.000000000,0.000000000,0.001356971,0.999999079,7
1782463479.579969645,21.744666815,6063,vicon_state_data,ball,1,0,3.089326732,-0.198385343,0.874170596,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862964728,-0.377814491,0.819834022,0.000000000,0.000000000,0.001433845,0.999998972,7
1782463479.583290100,21.747987270,6064,vicon_state_data,ball,1,0,3.088913619,-0.196080854,0.877986146,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862941091,-0.377793275,0.819842231,0.000000000,0.000000000,0.001423453,0.999998987,7
1782463479.586783409,21.751480579,6065,vicon_state_data,ball,1,0,3.088466392,-0.194089392,0.881526127,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862928559,-0.377821533,0.819846419,0.000000000,0.000000000,0.001409561,0.999999007,7
1782463479.590049982,21.754747152,6066,vicon_state_data,ball,1,0,3.087971565,-0.191736107,0.885364685,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862927884,-0.377825536,0.819828323,0.000000000,0.000000000,0.001276616,0.999999185,7
1782463479.593446732,21.758143902,6067,vicon_state_data,ball,1,0,3.087402404,-0.189721987,0.888918737,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862943408,-0.377869832,0.819829700,0.000000000,0.000000000,0.001287789,0.999999171,7
1782463479.596639156,21.761336327,6068,vicon_state_data,ball,1,0,3.086854939,-0.187361725,0.892657924,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862919540,-0.377853839,0.819836402,0.000000000,0.000000000,0.001341646,0.999999100,7
1782463479.599882841,21.764580011,6069,vicon_state_data,ball,1,0,3.086308330,-0.185501823,0.896076271,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862912899,-0.377851879,0.819837706,0.000000000,0.000000000,0.001283625,0.999999176,7
1782463479.603309393,21.768006563,6070,vicon_state_data,ball,1,0,3.085688234,-0.182768770,0.899605713,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862928497,-0.377916338,0.819807422,0.000000000,0.000000000,0.001231119,0.999999242,7
1782463479.606693029,21.771390200,6071,vicon_state_data,ball,1,0,3.085034429,-0.180563256,0.903218598,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862924032,-0.377906928,0.819803723,0.000000000,0.000000000,0.001263726,0.999999201,7
1782463479.610166550,21.774863720,6072,vicon_state_data,ball,1,0,3.084403776,-0.179080019,0.906740476,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862922392,-0.377942419,0.819790264,0.000000000,0.000000000,0.001218881,0.999999257,7
1782463479.613388777,21.778085947,6073,vicon_state_data,ball,1,0,3.083604517,-0.176035742,0.910355434,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862896970,-0.377920516,0.819789848,0.000000000,0.000000000,0.001210063,0.999999268,7
1782463479.616609335,21.781306505,6074,vicon_state_data,ball,1,0,3.082998076,-0.175063427,0.913469457,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862913253,-0.377962478,0.819787738,0.000000000,0.000000000,0.001171922,0.999999313,7
1782463479.620022297,21.784719467,6075,vicon_state_data,ball,1,0,3.082225129,-0.172622296,0.916705121,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862907561,-0.377957024,0.819806733,0.000000000,0.000000000,0.001120378,0.999999372,7
1782463479.623331547,21.788028717,6076,vicon_state_data,ball,1,0,3.081389230,-0.170220105,0.920331013,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862899925,-0.377953677,0.819789523,0.000000000,0.000000000,0.001037983,0.999999461,7
1782463479.626693487,21.791390657,6077,vicon_state_data,ball,1,0,3.077801031,-0.163879045,0.923593200,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862882778,-0.377953094,0.819797970,0.000000000,0.000000000,0.001078344,0.999999419,7
