host_time_s,elapsed_s,frame_number,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw,clean_segment_id
1782463492.330179930,34.494877100,9888,vicon_state_data,ball,1,0,2.973243509,0.061567752,1.195612109,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864178208,-0.378247770,0.820621250,0.000000000,0.000000000,0.014690130,0.999892094,11
1782463492.333348274,34.498045444,9889,vicon_state_data,ball,1,0,2.974065452,0.061223134,1.197870400,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864285026,-0.378259358,0.820630815,0.000000000,0.000000000,0.014837836,0.999889913,11
1782463492.336729050,34.501426220,9890,vicon_state_data,ball,1,0,2.974720778,0.060929114,1.200020254,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864328362,-0.378286836,0.820546098,0.000000000,0.000000000,0.014758346,0.999891090,11
1782463492.340042591,34.504739761,9891,vicon_state_data,ball,1,0,2.975288543,0.060675884,1.202127732,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864262836,-0.378305987,0.820304442,0.000000000,0.000000000,0.014306488,0.999897657,11
1782463492.343294859,34.507992029,9892,vicon_state_data,ball,1,0,2.975769711,0.060434800,1.204139089,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864299557,-0.378309104,0.820384160,0.000000000,0.000000000,0.014722239,0.999891622,11
1782463492.347136259,34.511833429,9893,vicon_state_data,ball,1,0,2.976195186,0.060186595,1.206150285,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864328099,-0.378327445,0.820454520,0.000000000,0.000000000,0.014717111,0.999891697,11
1782463492.350104332,34.514801502,9894,vicon_state_data,ball,1,0,2.976693844,0.059990746,1.207964353,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864345695,-0.378343682,0.820462433,0.000000000,0.000000000,0.014767897,0.999890949,11
1782463492.353496552,34.518193722,9895,vicon_state_data,ball,1,0,2.977177265,0.059710834,1.209823594,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864351404,-0.378364933,0.820480340,0.000000000,0.000000000,0.014697699,0.999891983,11
1782463492.356706142,34.521403313,9896,vicon_state_data,ball,1,0,2.977626193,0.059584849,1.211454925,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864370286,-0.378381689,0.820503165,0.000000000,0.000000000,0.014738867,0.999891377,11
1782463492.359970331,34.524667501,9897,vicon_state_data,ball,1,0,2.978169279,0.059237584,1.213104079,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864379587,-0.378424207,0.820502661,0.000000000,0.000000000,0.014721697,0.999891630,11
1782463492.363506079,34.528203249,9898,vicon_state_data,ball,1,0,2.978633742,0.059040192,1.214642245,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864573805,-0.377915006,0.820865335,0.000000000,0.000000000,0.007726559,0.999970150,11
1782463492.366907358,34.531604528,9899,vicon_state_data,ball,1,0,2.979204721,0.058678635,1.216103339,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864519657,-0.378039179,0.820968488,0.000000000,0.000000000,0.007611387,0.999971033,11
1782463492.370454550,34.535151720,9900,vicon_state_data,ball,1,0,2.979697327,0.058310759,1.217577672,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864280404,-0.378598840,0.820349433,0.000000000,0.000000000,0.013865869,0.999903864,11
1782463492.373587132,34.538284302,9901,vicon_state_data,ball,1,0,2.980190568,0.058002917,1.218962678,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864581526,-0.378447130,0.820597261,0.000000000,0.000000000,0.015094355,0.999886074,11
1782463492.377093554,34.541790724,9902,vicon_state_data,ball,1,0,2.980693362,0.057685010,1.220291817,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864211421,-0.378628918,0.820204465,0.000000000,0.000000000,0.013389934,0.999910351,11
1782463492.380114317,34.544811487,9903,vicon_state_data,ball,1,0,2.981257072,0.057243504,1.221660999,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864531378,-0.378102959,0.820809295,0.000000000,0.000000000,0.007326931,0.999973158,11
1782463492.383369207,34.548066378,9904,vicon_state_data,ball,1,0,2.981756262,0.056893269,1.222914132,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864666665,-0.378080692,0.820536364,0.000000000,0.000000000,0.015617723,0.999878036,11
1782463492.386795759,34.551492929,9905,vicon_state_data,ball,1,0,2.982274844,0.056518578,1.224077226,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864763925,-0.378489350,0.820737614,0.000000000,0.000000000,0.015640109,0.999877686,11
1782463492.389946699,34.554643869,9906,vicon_state_data,ball,1,0,2.982825953,0.056050021,1.225352068,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864757535,-0.378517884,0.820778647,0.000000000,0.000000000,0.015544922,0.999879170,11
1782463492.393445730,34.558142900,9907,vicon_state_data,ball,1,0,2.983335576,0.055770767,1.226587868,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864731906,-0.378525528,0.820689289,0.000000000,0.000000000,0.015284405,0.999883187,11
1782463492.396968365,34.561665535,9908,vicon_state_data,ball,1,0,2.983874233,0.055456030,1.227652573,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864726829,-0.378529474,0.820625904,0.000000000,0.000000000,0.015180020,0.999884777,11
1782463492.400089502,34.564786673,9909,vicon_state_data,ball,1,0,2.984519317,0.055092990,1.228786101,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864785389,-0.378554191,0.820723765,0.000000000,0.000000000,0.015564234,0.999878870,11
1782463492.403785229,34.568482399,9910,vicon_state_data,ball,1,0,2.985088830,0.054756659,1.229853971,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864737006,-0.378216798,0.820503135,0.000000000,0.000000000,0.015292356,0.999883065,11
1782463492.406865835,34.571563005,9911,vicon_state_data,ball,1,0,2.985682451,0.054486727,1.230951478,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864552611,-0.378348384,0.820305896,0.000000000,0.000000000,0.013690438,0.999906282,11
1782463492.410133362,34.574830532,9912,vicon_state_data,ball,1,0,2.986270209,0.054146802,1.232016150,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864584549,-0.378686388,0.820375730,0.000000000,0.000000000,0.013551555,0.999908173,11
1782463492.413344145,34.578041315,9913,vicon_state_data,ball,1,0,2.986930549,0.053738500,1.233005658,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864589198,-0.378739734,0.820313838,0.000000000,0.000000000,0.013177537,0.999913172,11
1782463492.416621208,34.581318378,9914,vicon_state_data,ball,1,0,2.987551056,0.053661489,1.234066937,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864605846,-0.378730751,0.820360642,0.000000000,0.000000000,0.013476405,0.999909189,11
1782463492.420341969,34.585039139,9915,vicon_state_data,ball,1,0,2.988134046,0.053285730,1.235022579,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864628024,-0.378743058,0.820370590,0.000000000,0.000000000,0.013816413,0.999904549,11
1782463492.423603058,34.588300228,9916,vicon_state_data,ball,1,0,2.988842080,0.052962288,1.235938669,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864638586,-0.378849059,0.820347471,0.000000000,0.000000000,0.013284768,0.999911754,11
1782463492.426928282,34.591625452,9917,vicon_state_data,ball,1,0,2.989498981,0.052633875,1.236852694,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864621952,-0.378883097,0.820302181,0.000000000,0.000000000,0.013067450,0.999914617,11
1782463492.430106163,34.594803333,9918,vicon_state_data,ball,1,0,2.990154306,0.052346170,1.237776347,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864710220,-0.378842754,0.820407087,0.000000000,0.000000000,0.013702714,0.999906113,11
1782463492.433463335,34.598160505,9919,vicon_state_data,ball,1,0,2.990686615,0.051987080,1.238609424,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864889509,-0.378595284,0.820475435,0.000000000,0.000000000,0.015865227,0.999874139,11
1782463492.436891079,34.601588249,9920,vicon_state_data,ball,1,0,2.991429326,0.051859944,1.239660638,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864739606,-0.378859619,0.820351130,0.000000000,0.000000000,0.013856521,0.999903994,11
1782463492.440551281,34.605248451,9921,vicon_state_data,ball,1,0,2.992113418,0.051569741,1.240418167,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.865229538,-0.378452987,0.820938146,0.000000000,0.000000000,0.019065927,0.999818229,11
1782463492.444190979,34.608888149,9922,vicon_state_data,ball,1,0,2.992760106,0.051393098,1.241358135,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864766153,-0.378939549,0.820401008,0.000000000,0.000000000,0.013762558,0.999905292,11
1782463492.447314262,34.612011433,9923,vicon_state_data,ball,1,0,2.993270078,0.051047866,1.242019530,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.865269936,-0.378462894,0.820937691,0.000000000,0.000000000,0.019208716,0.999815496,11
1782463492.450404882,34.615102053,9924,vicon_state_data,ball,1,0,2.993895517,0.050613869,1.242833075,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864772532,-0.379020917,0.820359635,0.000000000,0.000000000,0.013489565,0.999909012,11
1782463492.453593016,34.618290186,9925,vicon_state_data,ball,1,0,2.994728348,0.050704588,1.243855734,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.865313818,-0.378533698,0.821018177,0.000000000,0.000000000,0.019265277,0.999814407,11
1782463492.456828356,34.621525526,9926,vicon_state_data,ball,1,0,2.995137234,0.049953970,1.244547785,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.865346824,-0.378583718,0.821028270,0.000000000,0.000000000,0.019245987,0.999814779,11
1782463492.460103273,34.624800444,9927,vicon_state_data,ball,1,0,2.995793434,0.049865831,1.245338059,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864827489,-0.379105668,0.820389781,0.000000000,0.000000000,0.013667306,0.999906598,11
