host_time_s,elapsed_s,frame_number,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw,clean_segment_id
1782463489.103514433,31.268211603,8920,vicon_state_data,ball,1,0,-0.288361889,0.140450083,1.244285890,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863028939,-0.382824005,0.819692051,0.000000000,0.000000000,-0.005099969,0.999986995,10
1782463489.106856346,31.271553516,8921,vicon_state_data,ball,1,0,-0.287256144,0.140947986,1.242710598,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863017530,-0.382729829,0.819712897,0.000000000,0.000000000,-0.005115045,0.999986918,10
1782463489.110015631,31.274712801,8922,vicon_state_data,ball,1,0,-0.287952991,0.140132763,1.242900440,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863027499,-0.382648649,0.819764000,0.000000000,0.000000000,-0.004831084,0.999988330,10
1782463489.113304615,31.278001785,8923,vicon_state_data,ball,1,0,-0.287766539,0.139914730,1.242259076,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863010400,-0.382612574,0.819751541,0.000000000,0.000000000,-0.004780514,0.999988573,10
1782463489.116706848,31.281404018,8924,vicon_state_data,ball,1,0,-0.287062601,0.139613663,1.241564156,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862736666,-0.382923504,0.819650013,0.000000000,0.000000000,-0.008011015,0.999967911,10
1782463489.120351791,31.285048962,8925,vicon_state_data,ball,1,0,-0.286684096,0.140068586,1.240427703,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863015835,-0.382492255,0.819747369,0.000000000,0.000000000,-0.004701887,0.999988946,10
1782463489.123630285,31.288327456,8926,vicon_state_data,ball,1,0,-0.286602345,0.139840685,1.239949067,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863025170,-0.382431037,0.819794263,0.000000000,0.000000000,-0.004440905,0.999990139,10
1782463489.127051353,31.291748524,8927,vicon_state_data,ball,1,0,-0.286472062,0.139614887,1.239477309,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862708126,-0.382815875,0.819639334,0.000000000,0.000000000,-0.007956246,0.999968349,10
1782463489.130135536,31.294832706,8928,vicon_state_data,ball,1,0,-0.286483245,0.138759904,1.239171936,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862989161,-0.382391780,0.819808286,0.000000000,0.000000000,-0.004437719,0.999990153,10
1782463489.133344173,31.298041344,8929,vicon_state_data,ball,1,0,-0.286375281,0.138531957,1.238616586,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862989729,-0.382320271,0.819789449,0.000000000,0.000000000,-0.004345029,0.999990560,10
1782463489.136748314,31.301445484,8930,vicon_state_data,ball,1,0,-0.286223003,0.138349316,1.238118471,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862766826,-0.382573197,0.819701760,0.000000000,0.000000000,-0.006978565,0.999975650,10
1782463489.140360355,31.305057526,8931,vicon_state_data,ball,1,0,-0.285986541,0.138741953,1.237474596,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862970675,-0.382223310,0.819782357,0.000000000,0.000000000,-0.004250317,0.999990967,10
1782463489.143584490,31.308281660,8932,vicon_state_data,ball,1,0,-0.285873424,0.138555699,1.237020839,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862706294,-0.382554143,0.819665615,0.000000000,0.000000000,-0.007343382,0.999973037,10
1782463489.146759272,31.311456442,8933,vicon_state_data,ball,1,0,-0.285696326,0.138355930,1.236427761,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862677819,-0.382563255,0.819757035,0.000000000,0.000000000,-0.007484667,0.999971989,10
1782463489.150109291,31.314806461,8934,vicon_state_data,ball,1,0,-0.285600669,0.137574717,1.235831168,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863007180,-0.381976765,0.819835923,0.000000000,0.000000000,-0.003639176,0.999993378,10
1782463489.153422832,31.318120003,8935,vicon_state_data,ball,1,0,-0.285486044,0.137466888,1.235279007,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862938321,-0.382046982,0.819835184,0.000000000,0.000000000,-0.004063697,0.999991743,10
1782463489.156724215,31.321421385,8936,vicon_state_data,ball,1,0,-0.285338275,0.137359130,1.234627677,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862707446,-0.382356192,0.819774110,0.000000000,0.000000000,-0.006994743,0.999975536,10
1782463489.160078287,31.324775457,8937,vicon_state_data,ball,1,0,-0.285145181,0.137808117,1.234013902,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862697561,-0.382290935,0.819755642,0.000000000,0.000000000,-0.007067107,0.999975028,10
1782463489.163536549,31.328233719,8938,vicon_state_data,ball,1,0,-0.284989019,0.137789974,1.233365286,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862633638,-0.382317899,0.819684132,0.000000000,0.000000000,-0.007510762,0.999971794,10
