host_time_s,elapsed_s,frame_number,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw
1782463457.883013725,0.047710896,0,vicon_state_data,ball,1,0,79.034797370,-60.792138200,2.112718985,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863074779,-0.389368546,0.819804539,0.000000000,0.000000000,-0.005707219,0.999983714
1782463457.883482218,0.048179388,1,vicon_state_data,ball,1,0,78.990814482,-60.758322166,2.113118987,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862787199,-0.389697515,0.819715837,0.000000000,0.000000000,-0.009055079,0.999959002
1782463457.886761665,0.051458836,2,vicon_state_data,ball,1,0,78.989491013,-60.756523068,2.113353715,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862816590,-0.389714816,0.819724377,0.000000000,0.000000000,-0.009047473,0.999959071
1782463457.890423536,0.055120707,3,vicon_state_data,ball,1,0,79.033208829,-60.791093534,2.112481545,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863196125,-0.389357515,0.819819765,0.000000000,0.000000000,-0.005637653,0.999984108
1782463457.893569469,0.058266640,4,vicon_state_data,ball,1,0,79.038209851,-60.795347498,2.112291640,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862972643,-0.389750298,0.819729140,0.000000000,0.000000000,-0.009019175,0.999959326
1782463457.896697998,0.061395168,5,vicon_state_data,ball,1,0,79.044729829,-60.800343788,2.111732855,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.862966922,-0.389819352,0.819761829,0.000000000,0.000000000,-0.009334528,0.999956432
1782463457.900011063,0.064708233,6,vicon_state_data,ball,1,0,79.028764217,-60.787404180,2.112078940,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863290645,-0.389351000,0.819802729,0.000000000,0.000000000,-0.005591453,0.999984368
1782463457.903244257,0.067941427,7,vicon_state_data,ball,1,0,79.021609868,-60.781868644,2.111803188,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863022984,-0.389815113,0.819710074,0.000000000,0.000000000,-0.009351672,0.999956272
1782463457.906618118,0.071315289,8,vicon_state_data,ball,1,0,79.028223739,-60.786947584,2.111980931,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863352207,-0.389370166,0.819787528,0.000000000,0.000000000,-0.005630280,0.999984150
1782463457.910004377,0.074701548,9,vicon_state_data,ball,1,0,79.053109912,-60.806233222,2.111550896,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863108962,-0.389823200,0.819767257,0.000000000,0.000000000,-0.009281907,0.999956922
1782463457.913275719,0.077972889,10,vicon_state_data,ball,1,0,79.052351810,-60.805207500,2.111903304,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863124310,-0.389869605,0.819783179,0.000000000,0.000000000,-0.009483157,0.999955034
1782463457.916629553,0.081326723,11,vicon_state_data,ball,1,0,79.047867166,-60.801702766,2.111772838,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863411938,-0.389305277,0.819782458,0.000000000,0.000000000,-0.005662413,0.999983968
1782463457.920025349,0.084722519,12,vicon_state_data,ball,1,0,79.016036908,-60.776905169,2.112164705,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863123059,-0.389799422,0.819703425,0.000000000,0.000000000,-0.009622598,0.999953702
1782463457.923338413,0.088035583,13,vicon_state_data,ball,1,0,79.067084769,-60.816281085,2.111284534,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863493081,-0.389292819,0.819779031,0.000000000,0.000000000,-0.005646277,0.999984060
1782463457.926729202,0.091426373,14,vicon_state_data,ball,1,0,79.042310975,-60.796658031,2.111228656,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863237833,-0.389738428,0.819783192,0.000000000,0.000000000,-0.009168194,0.999957971
1782463457.930022717,0.094719887,15,vicon_state_data,ball,1,0,79.020181411,-60.779568208,2.111469633,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863244342,-0.389757247,0.819758398,0.000000000,0.000000000,-0.009381689,0.999955991
1782463457.933334589,0.098031759,16,vicon_state_data,ball,1,0,79.023251622,-60.781547290,2.111255347,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863351097,-0.389784208,0.819776515,0.000000000,0.000000000,-0.009346619,0.999956319
1782463457.936834574,0.101531744,17,vicon_state_data,ball,1,0,79.022759977,-60.781684352,2.111234510,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863410612,-0.389781440,0.819820010,0.000000000,0.000000000,-0.009169682,0.999957958
1782463457.940028191,0.104725361,18,vicon_state_data,ball,1,0,79.006571285,-60.768906231,2.111790339,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863399985,-0.389844111,0.819760097,0.000000000,0.000000000,-0.009663034,0.999953312
1782463457.943425179,0.108122349,19,vicon_state_data,ball,1,0,78.986685038,-60.753630067,2.112316441,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863754256,-0.389291300,0.819838957,0.000000000,0.000000000,-0.005708495,0.999983706
1782463457.946501017,0.111198187,20,vicon_state_data,ball,1,0,78.999504442,-60.763794194,2.112038610,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863477510,-0.389799425,0.819801486,0.000000000,0.000000000,-0.009624449,0.999953684
1782463457.949910879,0.114608049,21,vicon_state_data,ball,1,0,79.019243070,-60.779126761,2.111938402,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863511548,-0.389757450,0.819750142,0.000000000,0.000000000,-0.009587685,0.999954037
1782463457.953336239,0.118033409,22,vicon_state_data,ball,1,0,78.983627229,-60.751337674,2.112591373,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863818873,-0.389318149,0.819794464,0.000000000,0.000000000,-0.006108217,0.999981345
1782463457.956716537,0.121413708,23,vicon_state_data,ball,1,0,79.005381778,-60.768025332,2.112335466,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863546149,-0.389671642,0.819752815,0.000000000,0.000000000,-0.009502774,0.999954848
1782463457.960274696,0.124971867,24,vicon_state_data,ball,1,0,79.010594958,-60.772213538,2.112213604,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863873813,-0.389316245,0.819804738,0.000000000,0.000000000,-0.006274391,0.999980316
1782463457.963268280,0.127965450,25,vicon_state_data,ball,1,0,79.011721449,-60.773735137,2.112034996,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863923254,-0.389276718,0.819815919,0.000000000,0.000000000,-0.006203479,0.999980758
1782463457.966657639,0.131354809,26,vicon_state_data,ball,1,0,79.006025405,-60.768783113,2.112189956,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863669858,-0.389700553,0.819740653,0.000000000,0.000000000,-0.009880286,0.999951189
1782463457.969928265,0.134625435,27,vicon_state_data,ball,1,0,-0.300948297,-0.156235182,0.861275185,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863742239,-0.389625972,0.819759970,0.000000000,0.000000000,-0.009456484,0.999955286
1782463457.973319530,0.138016701,28,vicon_state_data,ball,1,0,-0.300596980,-0.155845020,0.861368512,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863725491,-0.389684379,0.819720616,0.000000000,0.000000000,-0.009994293,0.999950056
1782463457.976739168,0.141436338,29,vicon_state_data,ball,1,0,-0.300106805,-0.155368173,0.861656488,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864146639,-0.388913186,0.819833130,0.000000000,0.000000000,-0.007431715,0.999972384
1782463457.980079412,0.144776583,30,vicon_state_data,ball,1,0,-0.299589728,-0.154983320,0.861790921,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863811675,-0.389581921,0.819694196,0.000000000,0.000000000,-0.009847926,0.999951508
1782463457.983433962,0.148131132,31,vicon_state_data,ball,1,0,-0.299318144,-0.154474688,0.861365899,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863888465,-0.389629774,0.819715712,0.000000000,0.000000000,-0.009663180,0.999953310
1782463457.986705065,0.151402235,32,vicon_state_data,ball,1,0,79.049005186,-60.803264042,2.111110704,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864158210,-0.389157257,0.819781381,0.000000000,0.000000000,-0.006560812,0.999978478
1782463457.989852190,0.154549360,33,vicon_state_data,ball,1,0,79.056441987,-60.809007605,2.110970506,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863937552,-0.389548580,0.819753980,0.000000000,0.000000000,-0.009854037,0.999951448
1782463457.993578196,0.158275366,34,vicon_state_data,ball,1,0,-0.297224487,-0.153700211,0.863808670,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863978692,-0.389552999,0.819767374,0.000000000,0.000000000,-0.009767996,0.999952292
1782463457.996773005,0.161470175,35,vicon_state_data,ball,1,0,-0.296256551,-0.153820795,0.864814521,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.863987043,-0.389583425,0.819716852,0.000000000,0.000000000,-0.010058935,0.999949408
1782463458.000440359,0.165137529,36,vicon_state_data,ball,1,0,-0.295231804,-0.153862975,0.865173989,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864031174,-0.389562522,0.819762402,0.000000000,0.000000000,-0.009992193,0.999950077
1782463458.003347635,0.168044806,37,vicon_state_data,ball,1,0,-0.294389052,-0.153634472,0.865847642,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864055361,-0.389581838,0.819799342,0.000000000,0.000000000,-0.010152121,0.999948466
1782463458.006568909,0.171266079,38,vicon_state_data,ball,1,0,79.062348613,-60.813689249,2.110927127,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864080025,-0.389567686,0.819762795,0.000000000,0.000000000,-0.010264805,0.999947316
1782463458.010052681,0.174749851,39,vicon_state_data,ball,1,0,-0.293691186,-0.152091083,0.867990555,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864360592,-0.389159789,0.819785166,0.000000000,0.000000000,-0.007022821,0.999975340
1782463458.013371706,0.178068876,40,vicon_state_data,ball,1,0,-0.293761329,-0.150889682,0.867488711,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864176611,-0.389605286,0.819818287,0.000000000,0.000000000,-0.010124470,0.999948746
1782463458.016554356,0.181251526,41,vicon_state_data,ball,1,0,79.066456514,-60.816253818,2.110927666,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864189109,-0.389516579,0.819789436,0.000000000,0.000000000,-0.010276690,0.999947193
1782463458.020140648,0.184837818,42,vicon_state_data,ball,1,0,-0.291789796,-0.150565562,0.870584201,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864489946,-0.389167296,0.819834972,0.000000000,0.000000000,-0.006853157,0.999976517
1782463458.023410797,0.188107967,43,vicon_state_data,ball,1,0,-0.290433133,-0.150598845,0.871472242,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864292092,-0.389527889,0.819842689,0.000000000,0.000000000,-0.009938525,0.999950612
1782463458.026592731,0.191289902,44,vicon_state_data,ball,1,0,-0.290761556,-0.149237291,0.872284238,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864304433,-0.389456708,0.819846115,0.000000000,0.000000000,-0.010128640,0.999948704
1782463458.029973030,0.194670200,45,vicon_state_data,ball,1,0,-0.290932990,-0.147805364,0.872189560,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864525504,-0.389086110,0.819789520,0.000000000,0.000000000,-0.007305207,0.999973317
1782463458.033288717,0.197985888,46,vicon_state_data,ball,1,0,-0.290455307,-0.147096111,0.873135396,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864349548,-0.389403282,0.819796373,0.000000000,0.000000000,-0.010148607,0.999948502
1782463458.036559105,0.201256275,47,vicon_state_data,ball,1,0,-0.289575390,-0.146707690,0.874994402,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864353617,-0.389455623,0.819795587,0.000000000,0.000000000,-0.010501737,0.999944855
1782463458.039948463,0.204645634,48,vicon_state_data,ball,1,0,-0.289002574,-0.146056456,0.876042476,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864648761,-0.389073184,0.819796270,0.000000000,0.000000000,-0.007306245,0.999973309
1782463458.043468237,0.208165407,49,vicon_state_data,ball,1,0,-0.288436896,-0.145471406,0.877179759,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864415313,-0.389439135,0.819778073,0.000000000,0.000000000,-0.010653297,0.999943252
1782463458.046919823,0.211616993,50,vicon_state_data,ball,1,0,-0.288454481,-0.144074026,0.877422251,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864456615,-0.389353718,0.819758108,0.000000000,0.000000000,-0.010586029,0.999943966
1782463458.050379753,0.215076923,51,vicon_state_data,ball,1,0,-0.288025351,-0.143287725,0.878398195,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864530370,-0.389281887,0.819806022,0.000000000,0.000000000,-0.010239831,0.999947572
1782463458.053317070,0.218014240,52,vicon_state_data,ball,1,0,-0.287551259,-0.142456470,0.879870716,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864560063,-0.389281435,0.819852905,0.000000000,0.000000000,-0.010292586,0.999947030
1782463458.056524038,0.221221209,53,vicon_state_data,ball,1,0,-0.286817346,-0.141921437,0.881301145,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864545386,-0.389334819,0.819821115,0.000000000,0.000000000,-0.010669583,0.999943078
1782463458.059966803,0.224663973,54,vicon_state_data,ball,1,0,-0.286354367,-0.141210993,0.882482263,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864570680,-0.389321887,0.819803247,0.000000000,0.000000000,-0.010758474,0.999942126
1782463458.063284397,0.227981567,55,vicon_state_data,ball,1,0,-0.286499189,-0.139691695,0.882772696,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864598059,-0.389115895,0.819819547,0.000000000,0.000000000,-0.010512387,0.999944743
1782463458.066583633,0.231280804,56,vicon_state_data,ball,1,0,-0.286166854,-0.138738605,0.883903788,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.864620622,-0.389086964,0.819753272,0.000000000,0.000000000,-0.010572802,0.999944106
