host_time_s,elapsed_s,frame_number,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw,clean_segment_id
1782463463.963577509,6.128274679,1825,vicon_state_data,ball,1,0,-0.193258364,0.188084149,1.159775557,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867292237,-0.379179797,0.820622282,0.000000000,0.000000000,0.015978429,0.999872337,2
1782463463.967322350,6.132019520,1826,vicon_state_data,ball,1,0,-0.192165611,0.188995249,1.161027698,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867234269,-0.379179740,0.820579036,0.000000000,0.000000000,0.015747979,0.999875993,2
1782463463.970015287,6.134712458,1827,vicon_state_data,ball,1,0,-0.190989308,0.189919191,1.162357136,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867227382,-0.379130692,0.820572090,0.000000000,0.000000000,0.015782588,0.999875447,2
1782463463.973505974,6.138203144,1828,vicon_state_data,ball,1,0,-0.189862300,0.190818444,1.163696007,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867181412,-0.379083513,0.820556934,0.000000000,0.000000000,0.015682911,0.999877016,2
1782463463.976625919,6.141323090,1829,vicon_state_data,ball,1,0,-0.188734608,0.191876675,1.165171137,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867150833,-0.379027507,0.820560271,0.000000000,0.000000000,0.015664465,0.999877305,2
1782463463.980159283,6.144856453,1830,vicon_state_data,ball,1,0,-0.187602401,0.192823632,1.166521750,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867116754,-0.379030736,0.820561672,0.000000000,0.000000000,0.015457388,0.999880527,2
1782463463.983446598,6.148143768,1831,vicon_state_data,ball,1,0,-0.186448497,0.193884463,1.168200133,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.866793848,-0.379147978,0.819907587,0.000000000,0.000000000,0.012727705,0.999918999,2
1782463463.986672163,6.151369333,1832,vicon_state_data,ball,1,0,-0.185246066,0.194820227,1.169782120,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867152114,-0.378870871,0.820616630,0.000000000,0.000000000,0.015970009,0.999872471,2
1782463463.989997149,6.154694319,1833,vicon_state_data,ball,1,0,-0.183673835,0.197660427,1.174040289,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867122750,-0.378824231,0.820633624,0.000000000,0.000000000,0.015955823,0.999872698,2
1782463463.993295908,6.157993078,1834,vicon_state_data,ball,1,0,-0.182895668,0.196796769,1.173582845,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867063720,-0.378839185,0.820604643,0.000000000,0.000000000,0.015640307,0.999877683,2
1782463463.996951580,6.161648750,1835,vicon_state_data,ball,1,0,-0.181684917,0.197890228,1.175465446,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.866688819,-0.379041842,0.819967428,0.000000000,0.000000000,0.012552035,0.999921220,2
1782463464.000318527,6.165015697,1836,vicon_state_data,ball,1,0,-0.180470255,0.198945725,1.177373894,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.866717190,-0.378935441,0.820016512,0.000000000,0.000000000,0.012837453,0.999917597,2
1782463464.003278494,6.167975664,1837,vicon_state_data,ball,1,0,-0.179177050,0.199932410,1.179145948,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.867001546,-0.378724567,0.820629365,0.000000000,0.000000000,0.015535319,0.999879320,2
1782463464.006699800,6.171396971,1838,vicon_state_data,ball,1,0,-0.177922219,0.201003878,1.181058718,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.866666982,-0.378855903,0.819986046,0.000000000,0.000000000,0.012687759,0.999919507,2
1782463464.009917021,6.174614191,1839,vicon_state_data,ball,1,0,-0.176686465,0.202133521,1.183054202,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.866999210,-0.378576731,0.820648786,0.000000000,0.000000000,0.015876192,0.999873965,2
