source_bvh,output_npz,frames,source_fps,output_fps,ground_shift_z,skipped_existing
/home/sijie/Downloads/bvh1h/MB083_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB083_lyn_lyn__unitree_g1.npz,581,100.0,30.0,-0.09223108738660812,False
/home/sijie/Downloads/bvh1h/MB084_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB084_lyn_lyn__unitree_g1.npz,658,100.0,30.0,-0.0898672565817833,False
/home/sijie/Downloads/bvh1h/MB085_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB085_lyn_lyn__unitree_g1.npz,1052,100.0,30.0,-0.08958398550748825,False
/home/sijie/Downloads/bvh1h/MB086_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB086_lyn_lyn__unitree_g1.npz,1065,100.0,30.0,-0.062080372124910355,False
/home/sijie/Downloads/bvh1h/MB087_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB087_lyn_lyn__unitree_g1.npz,1175,100.0,30.0,-0.08743089437484741,False
/home/sijie/Downloads/bvh1h/MB088_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB088_lyn_lyn__unitree_g1.npz,987,100.0,30.0,-0.0665816068649292,False
/home/sijie/Downloads/bvh1h/MB089_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB089_lyn_lyn__unitree_g1.npz,1045,100.0,30.0,-0.0779280960559845,False
/home/sijie/Downloads/bvh1h/MB090_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB090_lyn_lyn__unitree_g1.npz,974,100.0,30.0,-0.08155742287635803,False
/home/sijie/Downloads/bvh1h/MB091_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB091_lyn_lyn__unitree_g1.npz,775,100.0,30.0,-0.09404105693101883,False
/home/sijie/Downloads/bvh1h/MB092_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB092_lyn_lyn__unitree_g1.npz,913,100.0,30.0,-0.06318999826908112,False
/home/sijie/Downloads/bvh1h/MB093_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB093_lyn_lyn__unitree_g1.npz,811,100.0,30.0,-0.042727477848529816,False
/home/sijie/Downloads/bvh1h/MB094_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB094_lyn_lyn__unitree_g1.npz,872,100.0,30.0,-0.07995937019586563,False
/home/sijie/Downloads/bvh1h/MB095_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB095_lyn_lyn__unitree_g1.npz,977,100.0,30.0,-0.09762509912252426,False
/home/sijie/Downloads/bvh1h/MB096_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB096_lyn_lyn__unitree_g1.npz,1015,100.0,30.0,-0.09475155919790268,False
/home/sijie/Downloads/bvh1h/MB097_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB097_lyn_lyn__unitree_g1.npz,1000,100.0,30.0,-0.09451796114444733,False
/home/sijie/Downloads/bvh1h/MB098_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB098_lyn_lyn__unitree_g1.npz,994,100.0,30.0,-0.09690345823764801,False
/home/sijie/Downloads/bvh1h/MB099_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MB099_lyn_lyn__unitree_g1.npz,686,100.0,30.0,-0.09843605011701584,False
/home/sijie/Downloads/bvh1h/MD071_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD071_lyn_lyn__unitree_g1.npz,1204,100.0,30.0,-0.08222251385450363,False
/home/sijie/Downloads/bvh1h/MD072_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD072_lyn_lyn__unitree_g1.npz,1274,100.0,30.0,-0.0811169445514679,False
/home/sijie/Downloads/bvh1h/MD073_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD073_lyn_lyn__unitree_g1.npz,1626,100.0,30.0,-0.08154626190662384,False
/home/sijie/Downloads/bvh1h/MD074_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD074_lyn_lyn__unitree_g1.npz,1093,100.0,30.0,-0.08069959282875061,False
/home/sijie/Downloads/bvh1h/MD075_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD075_lyn_lyn__unitree_g1.npz,1184,100.0,30.0,-0.07884080708026886,False
/home/sijie/Downloads/bvh1h/MD076_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD076_lyn_lyn__unitree_g1.npz,1328,100.0,30.0,-0.08315025269985199,False
/home/sijie/Downloads/bvh1h/MD077_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD077_lyn_lyn__unitree_g1.npz,577,100.0,30.0,-0.09135566651821136,False
/home/sijie/Downloads/bvh1h/MD078_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD078_lyn_lyn__unitree_g1.npz,537,100.0,30.0,-0.09495554119348526,False
/home/sijie/Downloads/bvh1h/MD079_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD079_lyn_lyn__unitree_g1.npz,549,100.0,30.0,-0.09610447287559509,False
/home/sijie/Downloads/bvh1h/MD080_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD080_lyn_lyn__unitree_g1.npz,518,100.0,30.0,-0.09507662057876587,False
/home/sijie/Downloads/bvh1h/MD081_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD081_lyn_lyn__unitree_g1.npz,2141,100.0,30.0,-0.09319518506526947,False
/home/sijie/Downloads/bvh1h/MD082_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD082_lyn_lyn__unitree_g1.npz,2138,100.0,30.0,-0.09300734102725983,False
/home/sijie/Downloads/bvh1h/MD083_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD083_lyn_lyn__unitree_g1.npz,2001,100.0,30.0,-0.08378781378269196,False
/home/sijie/Downloads/bvh1h/MD084_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD084_lyn_lyn__unitree_g1.npz,1963,100.0,30.0,-0.08353349566459656,False
/home/sijie/Downloads/bvh1h/MD085_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD085_lyn_lyn__unitree_g1.npz,643,100.0,30.0,-0.09101789444684982,False
/home/sijie/Downloads/bvh1h/MD086_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD086_lyn_lyn__unitree_g1.npz,638,100.0,30.0,-0.08534881472587585,False
/home/sijie/Downloads/bvh1h/MD087_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD087_lyn_lyn__unitree_g1.npz,810,100.0,30.0,-0.08792851120233536,False
/home/sijie/Downloads/bvh1h/MD088_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD088_lyn_lyn__unitree_g1.npz,805,100.0,30.0,-0.08256696164608002,False
/home/sijie/Downloads/bvh1h/MD089_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD089_lyn_lyn__unitree_g1.npz,878,100.0,30.0,-0.07951624691486359,False
/home/sijie/Downloads/bvh1h/MD090_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD090_lyn_lyn__unitree_g1.npz,875,100.0,30.0,-0.0865008607506752,False
/home/sijie/Downloads/bvh1h/MD091_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD091_lyn_lyn__unitree_g1.npz,995,100.0,30.0,-0.08127272129058838,False
/home/sijie/Downloads/bvh1h/MD092_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD092_lyn_lyn__unitree_g1.npz,986,100.0,30.0,-0.0814715251326561,False
/home/sijie/Downloads/bvh1h/MD093_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD093_lyn_lyn__unitree_g1.npz,899,100.0,30.0,-0.07858648896217346,False
/home/sijie/Downloads/bvh1h/MD094_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD094_lyn_lyn__unitree_g1.npz,866,100.0,30.0,-0.07821883261203766,False
/home/sijie/Downloads/bvh1h/MD095_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD095_lyn_lyn__unitree_g1.npz,883,100.0,30.0,-0.08160998672246933,False
/home/sijie/Downloads/bvh1h/MD096_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD096_lyn_lyn__unitree_g1.npz,847,100.0,30.0,-0.07707007974386215,False
/home/sijie/Downloads/bvh1h/MD097_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD097_lyn_lyn__unitree_g1.npz,798,100.0,30.0,-0.07890975475311279,False
/home/sijie/Downloads/bvh1h/MD098_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD098_lyn_lyn__unitree_g1.npz,713,100.0,30.0,-0.08065134286880493,False
/home/sijie/Downloads/bvh1h/MD099_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD099_lyn_lyn__unitree_g1.npz,1139,100.0,30.0,-0.0815759003162384,False
/home/sijie/Downloads/bvh1h/MD100_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD100_lyn_lyn__unitree_g1.npz,1112,100.0,30.0,-0.08079685270786285,False
/home/sijie/Downloads/bvh1h/MD422_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD422_lyn_lyn__unitree_g1.npz,3322,100.0,30.0,-0.10431089997291565,False
/home/sijie/Downloads/bvh1h/MD423_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD423_lyn_lyn__unitree_g1.npz,2482,100.0,30.0,-0.09980030357837677,False
/home/sijie/Downloads/bvh1h/MD424_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD424_lyn_lyn__unitree_g1.npz,2876,100.0,30.0,-0.10067158937454224,False
/home/sijie/Downloads/bvh1h/MD425_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD425_lyn_lyn__unitree_g1.npz,2929,100.0,30.0,-0.10231449455022812,False
/home/sijie/Downloads/bvh1h/MD426_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD426_lyn_lyn__unitree_g1.npz,4232,100.0,30.0,-0.07483384013175964,False
/home/sijie/Downloads/bvh1h/MD427_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD427_lyn_lyn__unitree_g1.npz,2136,100.0,30.0,-0.0804838240146637,False
/home/sijie/Downloads/bvh1h/MD428_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD428_lyn_lyn__unitree_g1.npz,2941,100.0,30.0,-0.0724293515086174,False
/home/sijie/Downloads/bvh1h/MD429_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD429_lyn_lyn__unitree_g1.npz,2967,100.0,30.0,-0.07947449386119843,False
/home/sijie/Downloads/bvh1h/MD430_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD430_lyn_lyn__unitree_g1.npz,4454,100.0,30.0,-0.004052079748362303,False
/home/sijie/Downloads/bvh1h/MD431_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD431_lyn_lyn__unitree_g1.npz,2631,100.0,30.0,0.0019323686137795448,False
/home/sijie/Downloads/bvh1h/MD432_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD432_lyn_lyn__unitree_g1.npz,4175,100.0,30.0,-0.0033792266622185707,False
/home/sijie/Downloads/bvh1h/MD433_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD433_lyn_lyn__unitree_g1.npz,3683,100.0,30.0,0.000462415162473917,False
/home/sijie/Downloads/bvh1h/MD434_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD434_lyn_lyn__unitree_g1.npz,3823,100.0,30.0,-0.08432263880968094,False
/home/sijie/Downloads/bvh1h/MD435_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD435_lyn_lyn__unitree_g1.npz,2876,100.0,30.0,-0.07976530492305756,False
/home/sijie/Downloads/bvh1h/MD436_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD436_lyn_lyn__unitree_g1.npz,3524,100.0,30.0,-0.07859896123409271,False
/home/sijie/Downloads/bvh1h/MD437_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD437_lyn_lyn__unitree_g1.npz,3556,100.0,30.0,-0.08432203531265259,False
/home/sijie/Downloads/bvh1h/MD438_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD438_lyn_lyn__unitree_g1.npz,3495,100.0,30.0,-0.007409070618450642,False
/home/sijie/Downloads/bvh1h/MD439_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD439_lyn_lyn__unitree_g1.npz,3075,100.0,30.0,-0.006308734882622957,False
/home/sijie/Downloads/bvh1h/MD440_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD440_lyn_lyn__unitree_g1.npz,2655,100.0,30.0,0.048156753182411194,False
/home/sijie/Downloads/bvh1h/MD478_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD478_lyn_lyn__unitree_g1.npz,2919,100.0,30.0,-0.07659795135259628,False
/home/sijie/Downloads/bvh1h/MD479_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD479_lyn_lyn__unitree_g1.npz,2995,100.0,30.0,-0.07777184247970581,False
/home/sijie/Downloads/bvh1h/MD480_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD480_lyn_lyn__unitree_g1.npz,1602,100.0,30.0,-0.07120272517204285,False
/home/sijie/Downloads/bvh1h/MD481_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD481_lyn_lyn__unitree_g1.npz,1597,100.0,30.0,-0.07651354372501373,False
/home/sijie/Downloads/bvh1h/MD482_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD482_lyn_lyn__unitree_g1.npz,2095,100.0,30.0,-0.0711565911769867,False
/home/sijie/Downloads/bvh1h/MD483_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD483_lyn_lyn__unitree_g1.npz,2114,100.0,30.0,-0.07696356624364853,False
/home/sijie/Downloads/bvh1h/MD484_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD484_lyn_lyn__unitree_g1.npz,2264,100.0,30.0,-0.06950362026691437,False
/home/sijie/Downloads/bvh1h/MD485_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD485_lyn_lyn__unitree_g1.npz,2263,100.0,30.0,-0.07572846859693527,False
/home/sijie/Downloads/bvh1h/MD486_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD486_lyn_lyn__unitree_g1.npz,2995,100.0,30.0,-0.07782002538442612,False
/home/sijie/Downloads/bvh1h/MD487_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD487_lyn_lyn__unitree_g1.npz,2599,100.0,30.0,-0.08309902995824814,False
/home/sijie/Downloads/bvh1h/MD488_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD488_lyn_lyn__unitree_g1.npz,2641,100.0,30.0,-0.08718053996562958,False
/home/sijie/Downloads/bvh1h/MD489_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD489_lyn_lyn__unitree_g1.npz,2626,100.0,30.0,-0.08912833034992218,False
/home/sijie/Downloads/bvh1h/MD490_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD490_lyn_lyn__unitree_g1.npz,2783,100.0,30.0,-0.08527122437953949,False
/home/sijie/Downloads/bvh1h/MD491_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD491_lyn_lyn__unitree_g1.npz,2798,100.0,30.0,-0.08466225117444992,False
/home/sijie/Downloads/bvh1h/MD492_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD492_lyn_lyn__unitree_g1.npz,1432,100.0,30.0,-0.08165137469768524,False
/home/sijie/Downloads/bvh1h/MD493_lyn_lyn.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/MD493_lyn_lyn__unitree_g1.npz,1480,100.0,30.0,-0.08832024037837982,False
/home/sijie/Downloads/bvh1h/ar_bs_bf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_bf_m2_zgy__unitree_g1.npz,854,100.0,30.0,-0.13444343209266663,False
/home/sijie/Downloads/bvh1h/ar_bs_bm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_bm_m2_zgy__unitree_g1.npz,978,100.0,30.0,-0.14130227267742157,False
/home/sijie/Downloads/bvh1h/ar_bs_bs_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_bs_m2_zgy__unitree_g1.npz,939,100.0,30.0,-0.14098972082138062,False
/home/sijie/Downloads/bvh1h/ar_bs_lf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_lf_m2_zgy__unitree_g1.npz,844,100.0,30.0,-0.14103247225284576,False
/home/sijie/Downloads/bvh1h/ar_bs_lm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_lm_m2_zgy__unitree_g1.npz,878,100.0,30.0,-0.1410956233739853,False
/home/sijie/Downloads/bvh1h/ar_bs_ls_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_ls_m2_zgy__unitree_g1.npz,971,100.0,30.0,-0.14064732193946838,False
/home/sijie/Downloads/bvh1h/ar_bs_rf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_rf_m2_zgy__unitree_g1.npz,916,100.0,30.0,-0.13998234272003174,False
/home/sijie/Downloads/bvh1h/ar_bs_rm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_rm_m2_zgy__unitree_g1.npz,980,100.0,30.0,-0.14073538780212402,False
/home/sijie/Downloads/bvh1h/ar_bs_rs_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_bs_rs_m2_zgy__unitree_g1.npz,896,100.0,30.0,-0.14094476401805878,False
/home/sijie/Downloads/bvh1h/ar_pf_bf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_bf_m2_zgy__unitree_g1.npz,1129,100.0,30.0,-0.13990698754787445,False
/home/sijie/Downloads/bvh1h/ar_pf_bm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_bm_m2_zgy__unitree_g1.npz,894,100.0,30.0,-0.14037638902664185,False
/home/sijie/Downloads/bvh1h/ar_pf_bs_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_bs_m2_zgy__unitree_g1.npz,908,100.0,30.0,-0.14083623886108398,False
/home/sijie/Downloads/bvh1h/ar_pf_lf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_lf_m2_zgy__unitree_g1.npz,901,100.0,30.0,-0.1428825706243515,False
/home/sijie/Downloads/bvh1h/ar_pf_lm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_lm_m2_zgy__unitree_g1.npz,962,100.0,30.0,-0.14207273721694946,False
/home/sijie/Downloads/bvh1h/ar_pf_ls_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_ls_m2_zgy__unitree_g1.npz,898,100.0,30.0,-0.1408565789461136,False
/home/sijie/Downloads/bvh1h/ar_pf_rf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_rf_m2_zgy__unitree_g1.npz,877,100.0,30.0,-0.1406722366809845,False
/home/sijie/Downloads/bvh1h/ar_pf_rm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_rm_m2_zgy__unitree_g1.npz,923,100.0,30.0,-0.1402425467967987,False
/home/sijie/Downloads/bvh1h/ar_pf_rs_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_pf_rs_m2_zgy__unitree_g1.npz,881,100.0,30.0,-0.14134889841079712,False
/home/sijie/Downloads/bvh1h/ar_va_bf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_bf_m2_zgy__unitree_g1.npz,871,100.0,30.0,-0.09209328889846802,False
/home/sijie/Downloads/bvh1h/ar_va_bm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_bm_m2_zgy__unitree_g1.npz,852,100.0,30.0,-0.09090746939182281,False
/home/sijie/Downloads/bvh1h/ar_va_bs_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_bs_m2_zgy__unitree_g1.npz,1058,100.0,30.0,-0.1374025046825409,False
/home/sijie/Downloads/bvh1h/ar_va_lf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_lf_m2_zgy__unitree_g1.npz,932,100.0,30.0,-0.13463802635669708,False
/home/sijie/Downloads/bvh1h/ar_va_lm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_lm_m2_zgy__unitree_g1.npz,874,100.0,30.0,-0.13529248535633087,False
/home/sijie/Downloads/bvh1h/ar_va_ls_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_ls_m2_zgy__unitree_g1.npz,1036,100.0,30.0,-0.13585345447063446,False
/home/sijie/Downloads/bvh1h/ar_va_rf_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_rf_m2_zgy__unitree_g1.npz,868,100.0,30.0,-0.1292954683303833,False
/home/sijie/Downloads/bvh1h/ar_va_rm_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_rm_m2_zgy__unitree_g1.npz,879,100.0,30.0,-0.136624276638031,False
/home/sijie/Downloads/bvh1h/ar_va_rs_m2_zgy.bvh,/home/sijie/Stage1_recovery_20260408/MOSAIC-main/data/motions/bvh1h_g1_npz/ar_va_rs_m2_zgy__unitree_g1.npz,945,100.0,30.0,-0.1376504898071289,False
